listing_id,property_id,agent_id,list_price,list_date,expiry_date,listing_status,days_on_market,description
LST-0679,PRP-0393,AGT-0093,2064100.0,2021-08-08,2021-12-08,Expired,263.0,Focus add plant when why international surface.
LST-0680,PRP-2901,AGT-0235,434500.0,2023-04-25,2023-05-31,Sold,273.0,Along arm that huge.
LST-0681,PRP-2004,AGT-0169,408500.0,2022-02-04,2022-07-27,Sold,3.0,Style create commercial media.
LST-0682,PRP-2192,AGT-0172,1539500.0,2024-04-25,2024-07-10,Sold,246.0,Southern lead performance term son smile deep little.
LST-0683,PRP-0961,AGT-0274,1293100.0,2022-09-28,2022-11-03,Expired,20.0,Bed send outside if today official. What it will just attack community here behind.
LST-0684,PRP-4105,AGT-0295,1756400.0,2020-11-25,2021-05-15,Withdrawn,210.0,Item nation imagine ready.
LST-0685,PRP-0305,AGT-0003,1279100.0,2023-06-28,2023-10-31,Sold,108.0,American knowledge use writer treat your catch. Property two be great.
LST-0686,PRP-3391,AGT-0063,1607300.0,2023-03-23,2023-09-10,Sold,263.0,Threat when parent idea child despite. Little story white perform never else.
LST-0687,PRP-1787,AGT-0128,159300.0,2020-05-01,2020-07-09,Sold,16.0,Mind same station matter evidence food my. Campaign imagine call help.
LST-0688,PRP-0749,AGT-0126,284400.0,2024-04-27,2024-07-17,Sold,103.0,Like blood entire quality wind. Lead big red happen possible whether seat.
LST-0689,PRP-1227,AGT-0238,2342400.0,2022-09-07,2022-10-27,Withdrawn,3.0,Never better role reach other do responsibility.
LST-0690,PRP-4618,AGT-0009,225200.0,2022-10-30,2023-03-13,Sold,131.0,Baby man right official information inside standard. Brother attack travel card.
LST-0691,PRP-1909,AGT-0146,468800.0,2024-05-16,2024-09-23,Sold,71.0,Yes onto at career. Look firm probably goal.
LST-0692,PRP-1201,AGT-0127,691500.0,2020-11-23,2021-04-22,Sold,74.0,Something reflect with into phone level visit. Instead suffer film without.
LST-0693,PRP-3040,AGT-0152,743200.0,2024-06-30,2024-08-31,Withdrawn,131.0,Side kind agree energy card dark. Magazine party environment executive.
LST-0694,PRP-3801,AGT-0091,2697200.0,2024-06-07,2024-10-04,Active,361.0,Record tonight image should. Husband else more technology film its political.
LST-0695,PRP-2391,AGT-0300,2499300.0,2020-07-13,2020-08-27,Sold,167.0,Writer brother bag age I. Right party team.
LST-0696,PRP-1525,AGT-0092,684100.0,2024-06-17,2024-05-27,Sold,,Field brother word great improve over appear price.
LST-0697,PRP-2163,AGT-0296,2208900.0,2023-11-19,2023-12-31,Expired,305.0,I author this. Full order seat rather which political study radio.
LST-0698,PRP-4663,AGT-0122,1296100.0,2023-06-11,2023-07-21,Active,5.0,Commercial dinner follow friend scene place.
LST-0699,PRP-2677,AGT-0263,581800.0,2021-09-24,2022-01-07,Sold,343.0,Western result act citizen.
LST-0700,PRP-4240,AGT-0055,539100.0,2020-08-02,2020-10-01,Sold,80.0,Today want two exist argue. Daughter later from see else ground low.
LST-0701,PRP-1594,AGT-0147,385900.0,2021-11-18,2022-04-11,Expired,207.0,Degree adult point assume.
LST-0702,PRP-3168,AGT-0122,239700.0,2020-12-21,2021-06-04,Sold,96.0,Figure scientist include walk black modern. Particular pull expert against Mr reduce student.
LST-0703,PRP-3517,AGT-0294,946200.0,2023-04-05,2023-09-25,Sold,234.0,Writer admit forward will else official. Easy simply consumer fight something now financial summer.
LST-0704,PRP-2359,AGT-0021,1177500.0,2022-04-04,2022-06-29,Pending,99.0,Short hundred fact follow opportunity.
LST-0705,PRP-4320,AGT-0061,1033000.0,2022-02-18,2022-06-27,Withdrawn,145.0,Anyone policy remain charge race win.
LST-0706,PRP-0288,AGT-0285,2494200.0,2022-10-14,2023-01-12,Active,85.0,Theory peace information care director everyone response. Three skin wrong assume.
LST-0707,PRP-0408,AGT-0075,2108100.0,2022-09-10,2023-01-11,Sold,49.0,Quality amount particular water guess rock until.
LST-0708,PRP-2998,AGT-0010,2341800.0,2023-11-19,2024-01-04,Active,243.0,Federal party prevent whom. Reality summer develop quite.
LST-0709,PRP-4758,AGT-0191,1955800.0,2023-07-13,2023-10-26,Sold,9.0,Seek look worry color community meet investment. Question environment until.
LST-0710,PRP-2917,AGT-0226,398700.0,2023-05-23,2023-10-08,Sold,312.0,Hit fast as time appear already appear.
LST-0711,PRP-2196,AGT-0274,593300.0,2021-12-10,2022-03-28,Withdrawn,148.0,Require minute sort discuss. Plant big contain all design base.
LST-0712,PRP-2261,AGT-0160,1755600.0,2021-04-25,2021-08-16,Sold,,Upon ask friend pretty.
LST-0713,PRP-3109,AGT-0215,2595200.0,2021-09-21,2022-03-07,Sold,308.0,Wear Democrat care word budget. Increase recent what and no force.
LST-0714,PRP-3598,AGT-0261,321400.0,2023-12-06,2024-03-15,Active,335.0,Successful sell about. Middle former field attorney.
LST-0715,PRP-4792,AGT-0107,519100.0,2024-06-29,2024-12-03,Sold,154.0,Player agreement grow choice.
LST-0716,PRP-0577,AGT-0161,1420400.0,2022-07-15,2022-08-30,Sold,,Technology friend their effect. Less until land thousand.
LST-0717,PRP-2484,AGT-0197,2162700.0,2023-10-03,2024-01-22,Withdrawn,,Throw find group them.
LST-0718,PRP-1113,AGT-0130,385000.0,2024-03-28,2024-09-17,Active,,Image room medical memory south television agent. Up really choose agree region.
LST-0719,PRP-4312,AGT-0208,2333800.0,2023-01-29,2023-03-27,Expired,244.0,When story safe his year term main.
LST-0720,PRP-3000,AGT-0181,2836900.0,2021-12-23,2022-04-13,Active,206.0,Black cold back energy. Image director institution almost part happen TV.
LST-0721,PRP-2878,AGT-0180,919100.0,2024-02-29,2024-04-19,Expired,50.0,Region sea shoulder under language start various. Get south major statement get cause.
LST-0722,PRP-2149,AGT-0010,1363400.0,2023-09-25,2024-02-16,Sold,178.0,Television cover sit certainly political.
LST-0723,PRP-0521,AGT-0137,1793800.0,2021-11-12,2022-04-19,Expired,286.0,Relationship international require other. Concern rate north force situation security.
LST-0724,PRP-0305,AGT-0249,2160900.0,2020-12-07,2021-01-17,Withdrawn,285.0,Crime behavior society across. Data election play.
LST-0725,PRP-2488,AGT-0175,2045100.0,2022-08-06,2022-10-08,Sold,356.0,Buy change across information. Understand single already really many such foreign understand.
LST-0726,PRP-0739,AGT-0136,966900.0,2023-04-01,2023-09-16,Sold,35.0,Skill form catch real offer exist. Final impact yourself pattern say strong.
LST-0727,PRP-1613,AGT-0011,136900.0,2023-08-24,2024-01-02,Active,62.0,Somebody people recognize yes rule often build. Type ahead fine people writer group adult.
LST-0728,PRP-2123,AGT-0030,1048900.0,2022-12-01,2023-02-25,Withdrawn,38.0,Hope tend image station.
LST-0729,PRP-0456,AGT-0152,320200.0,2023-10-13,2024-02-22,Sold,191.0,Area best table agent. Speech draw a we everybody machine lose.
LST-0730,PRP-0715,AGT-0252,146700.0,2020-02-16,2020-06-11,Sold,305.0,Network never tax rule interesting family. Meet worker performance way.
LST-0731,PRP-0692,AGT-0297,1308100.0,2020-11-24,2021-04-17,Sold,284.0,Pretty to pass its commercial exist writer.
LST-0732,PRP-4718,AGT-0049,337400.0,2020-11-14,2021-03-11,Sold,283.0,Break such large voice election write. Behavior southern baby anyone do phone garden.
LST-0733,PRP-1492,AGT-0229,796200.0,2021-02-21,2021-04-23,Sold,365.0,American think dinner despite usually somebody study with. Personal expect heart involve I.
LST-0734,PRP-4960,AGT-0210,1609900.0,2022-12-12,2023-04-14,Active,31.0,Decade perhaps total voice medical return. Various present trouble discussion work bag.
LST-0735,PRP-2112,AGT-0236,1301100.0,2023-07-06,2023-10-01,Sold,240.0,Carry industry so practice government any.
LST-0736,PRP-3678,AGT-0215,1161700.0,2023-10-19,2024-02-03,Withdrawn,208.0,Relationship story ago far seem.
LST-0737,PRP-0135,AGT-0087,1351700.0,2022-05-28,2022-10-27,Active,70.0,International beyond memory history the computer center. Several would east person already ok.
LST-0738,PRP-1373,AGT-0216,995900.0,2022-07-05,2022-12-07,Withdrawn,50.0,Everything similar before list.
LST-0739,PRP-2623,AGT-0194,1665800.0,2021-01-12,2021-03-21,Sold,,Region investment make both low fact. Size bit car she.
LST-0740,PRP-2821,AGT-0252,177800.0,2022-08-25,2022-12-10,Sold,117.0,City item own down according onto always couple. Per hair discussion age drive support Mrs show.
LST-0741,PRP-0598,AGT-0037,1536500.0,2022-05-15,2022-11-01,Active,296.0,Create organization beyond different provide line. Her last fine letter return already.
LST-0742,PRP-3454,AGT-0068,361600.0,2020-03-12,2020-05-16,Sold,286.0,Yet carry including meet hair. Agreement cup child simply your feel.
LST-0743,PRP-1807,AGT-0166,2180200.0,2023-05-20,2023-11-16,Sold,340.0,Must bad former every each.
LST-0744,PRP-2859,AGT-0085,2311100.0,2022-05-13,2022-07-16,Sold,,Bill effort economy choice have. The material too consumer.
LST-0745,PRP-3909,AGT-0131,2163800.0,2020-08-12,2020-09-21,Sold,203.0,Like ever provide. Purpose his part prove main.
LST-0746,PRP-2963,AGT-0245,1542200.0,2021-11-16,2022-05-04,Expired,143.0,Point though follow minute.
LST-0747,PRP-1209,AGT-0150,1894200.0,2020-12-31,2021-03-17,Sold,2.0,School town its southern teach recent today.
LST-0748,PRP-1332,AGT-0152,229600.0,2020-08-19,2020-09-23,Pending,168.0,Newspaper traditional same my last at certain week.
LST-0749,PRP-3834,AGT-0064,1680500.0,2021-09-18,2022-02-25,Active,118.0,Technology position though you while executive somebody.
LST-0750,PRP-2441,AGT-0238,472900.0,2020-01-01,2020-05-01,Expired,239.0,Fish reach economic bed.
LST-0751,PRP-3818,AGT-0008,1128400.0,2022-02-04,2022-04-05,Withdrawn,50.0,Clear step federal why.
LST-0752,PRP-2299,AGT-0181,1196000.0,2021-01-09,2021-03-02,Sold,102.0,Kind father final rather.
LST-0753,PRP-3231,AGT-0107,915400.0,2024-06-22,2024-10-11,Expired,112.0,These develop official. Fight interesting evidence perform fly.
LST-0754,PRP-3368,AGT-0105,1251000.0,2021-01-26,2021-05-01,Sold,,Summer current list population.
LST-0755,PRP-0163,AGT-0140,315500.0,2021-09-25,2022-03-22,Sold,275.0,Policy serve as explain.
LST-0756,PRP-4728,AGT-0124,64800.0,2020-02-21,2020-07-14,Pending,323.0,Service business grow expert pull.
LST-0757,PRP-2017,AGT-0058,689800.0,2022-05-01,2022-10-23,Sold,53.0,Always garden me guy great must.
LST-0758,PRP-1363,AGT-0175,1549400.0,2022-04-03,2022-05-20,Sold,199.0,Operation safe suddenly morning serve artist use. Learn usually event pattern glass tend never.
LST-0759,PRP-1939,AGT-0145,1005200.0,2024-02-26,2024-03-31,Sold,105.0,Serve spring buy tell student development area mouth.
LST-0760,PRP-2581,AGT-0070,611500.0,2022-04-13,2022-07-17,Withdrawn,349.0,Say try tonight bit.
LST-0761,PRP-1235,AGT-0012,2882700.0,2022-03-13,2022-08-17,Expired,5.0,Throughout town six possible. Information ground before so lay style beyond.
LST-0762,PRP-4772,AGT-0006,889600.0,2022-06-03,2022-05-31,Active,79.0,Soldier production military spring.
LST-0763,PRP-1462,AGT-0048,243200.0,2021-04-14,2021-09-17,Withdrawn,286.0,Century for southern president.
LST-0764,PRP-1155,AGT-0179,2582800.0,2021-12-15,2022-02-09,Active,189.0,Yeah total exist.
LST-0765,PRP-2639,AGT-0175,1826200.0,2021-05-02,2021-08-14,Sold,145.0,Nature president look tonight green mission also. Their speak these arm usually.
LST-0766,PRP-4059,AGT-0224,518100.0,2023-04-06,2023-05-12,Sold,,Former western back summer performance weight. Choose then drop drive pass decision.
LST-0767,PRP-4813,AGT-0060,2342900.0,2023-07-30,2023-11-07,Sold,178.0,Of environment quite issue growth use.
LST-0768,PRP-1169,AGT-0223,711500.0,2020-01-28,2020-04-16,Sold,199.0,Address feel newspaper gun. Top change leg because continue poor radio.
LST-0769,PRP-0934,AGT-0238,2038200.0,2022-04-18,2022-08-23,Sold,62.0,Close paper hair decide can own practice. Chair worker thought future almost action.
LST-0770,PRP-3120,AGT-0125,449600.0,2023-09-13,2023-11-15,Expired,349.0,Actually near animal.
LST-0771,PRP-3557,AGT-0026,276000.0,2020-08-24,2020-10-21,Sold,71.0,Memory candidate look quickly mention or difference. Manager there measure measure.
LST-0772,PRP-1791,AGT-0250,2887200.0,2021-01-19,2021-01-12,Pending,338.0,Event your do how look. Keep traditional put themselves threat stand.
LST-0773,PRP-1462,AGT-0101,828700.0,2020-10-14,2020-11-26,Sold,303.0,Stage view state new always impact thing. Understand office range scientist stay because cover.
LST-0774,PRP-0124,AGT-0047,141800.0,2024-01-13,2024-03-08,Sold,282.0,Money whatever culture pattern wind partner leave. Under detail any.
LST-0775,PRP-0922,AGT-0115,1115100.0,2020-10-14,2020-12-31,Sold,50.0,Cell happy discuss fine available much.
LST-0776,PRP-1084,AGT-0277,210200.0,2022-09-04,2022-12-02,Active,246.0,Key plant full run every may dinner. Serious accept oil moment without trial security.
LST-0777,PRP-1378,AGT-0030,1861900.0,2024-02-10,2024-04-24,Sold,295.0,Coach keep hope factor money. Live green step whether.
LST-0778,PRP-0629,AGT-0251,890600.0,2022-12-27,2023-06-09,Sold,231.0,Over at consumer who goal. Trouble agreement agree test.
LST-0779,PRP-1973,AGT-0173,1651800.0,2024-01-09,2024-05-31,Withdrawn,156.0,Office somebody two whose little important product.
LST-0780,PRP-4218,AGT-0024,2329200.0,2023-02-21,2023-08-12,Withdrawn,325.0,Listen west which economic third box popular. Significant picture decade culture term by station.
LST-0781,PRP-1223,AGT-0020,168000.0,2021-01-07,2021-06-02,Withdrawn,278.0,Let even where his factor rate. Minute drop case nature power usually keep.
LST-0782,PRP-4671,AGT-0300,1447100.0,2023-11-18,2024-03-10,Sold,89.0,Item talk reach. Research let week move memory.
LST-0783,PRP-4338,AGT-0096,1127300.0,2021-08-25,2021-11-21,Withdrawn,171.0,Pull politics generation suffer discussion one.
LST-0784,PRP-2093,AGT-0226,763700.0,2021-03-03,2021-07-26,Active,47.0,North large customer administration.
LST-0785,PRP-0582,AGT-0215,258700.0,2022-07-08,2022-12-19,Expired,164.0,Song nature home daughter window fast.
LST-0786,PRP-4581,AGT-0026,2941600.0,2024-03-23,2024-08-10,Withdrawn,119.0,Together seat nature serious.
LST-0787,PRP-4603,AGT-0035,1121500.0,2022-07-17,2023-01-03,Sold,,Lead over people likely foot test west.
LST-0788,PRP-4180,AGT-0003,958300.0,2022-09-17,2023-02-24,Sold,135.0,Meeting detail outside important certain alone person. Western budget various sound indicate.
LST-0789,PRP-3437,AGT-0184,1457300.0,2023-06-25,2023-09-01,Expired,186.0,Down deal success purpose body.
LST-0790,PRP-0024,AGT-0078,1649500.0,2021-08-03,2021-10-08,Withdrawn,92.0,Ok alone laugh TV. Politics test school once effect.
LST-0791,PRP-3277,AGT-0185,1490600.0,2020-07-14,2021-01-02,Sold,15.0,Wind crime major force chair outside. Cup pass college.
LST-0792,PRP-3787,AGT-0197,501300.0,2023-11-19,2024-04-19,Sold,155.0,Training position their table cultural radio.
LST-0793,PRP-4485,AGT-0122,1213500.0,2022-06-13,2022-11-17,Active,179.0,Drug risk vote day market talk.
LST-0794,PRP-0056,AGT-0271,2170300.0,2021-12-06,2022-05-17,Sold,127.0,Market subject important employee road every room big.
LST-0795,PRP-3158,AGT-0037,2501600.0,2022-04-20,2022-08-02,Sold,130.0,Position major there professional but reason. Couple step range without step.
LST-0796,PRP-2425,AGT-0223,2458800.0,2022-11-24,2023-03-16,Sold,171.0,Require over quickly purpose idea throw bag.
LST-0797,PRP-1948,AGT-0238,1410800.0,2023-04-17,2023-06-10,Active,83.0,Toward teach risk glass year.
LST-0798,PRP-2631,AGT-0185,239800.0,2021-11-07,2022-02-10,Expired,210.0,Space area learn. Authority throughout national big step view.
LST-0799,PRP-2609,AGT-0284,633000.0,2023-08-14,2024-01-16,Withdrawn,65.0,Early despite visit either product. Protect be local material body.
LST-0800,PRP-2954,AGT-0083,2214000.0,2022-10-05,2023-03-29,Sold,,Son rock well little. Prepare full story local character ready.
LST-0801,PRP-2604,AGT-0292,2331300.0,2020-10-21,2020-12-31,Sold,240.0,Despite fine question ask cost trade.
LST-0802,PRP-1306,AGT-0168,1743500.0,2022-10-22,2023-01-30,Sold,142.0,Business enjoy attorney another. When focus wear control agent of.
LST-0803,PRP-1721,AGT-0292,1270300.0,2020-10-01,2020-11-29,Expired,34.0,Skill effect buy best.
LST-0804,PRP-2431,AGT-0122,2408500.0,2024-04-09,2024-07-16,Sold,77.0,Sport forward situation able charge. Protect part million doctor we personal college.
LST-0805,PRP-4216,AGT-0252,1231400.0,2022-04-17,2022-06-10,Active,341.0,Window keep agency necessary star data.
LST-0806,PRP-0857,AGT-0213,988400.0,2021-03-29,2021-09-14,Sold,196.0,Government similar many business.
LST-0807,PRP-2950,AGT-0226,2299100.0,2023-01-15,2023-06-14,Expired,250.0,Move before church health two understand you. Next peace technology themselves measure.
LST-0808,PRP-2004,AGT-0255,826700.0,2024-01-23,2024-04-22,Active,349.0,Actually bill begin new whatever.
LST-0809,PRP-1398,AGT-0033,1350700.0,2022-10-13,2023-01-23,Sold,307.0,Billion your thought assume.
LST-0810,PRP-3867,AGT-0090,1105800.0,2020-02-27,2020-04-18,Sold,107.0,But opportunity recognize above ready any.
LST-0811,PRP-2667,AGT-0178,2799600.0,2023-01-04,2023-05-07,Sold,95.0,Since hope environment industry relate like memory.
LST-0812,PRP-0272,AGT-0247,1307200.0,2023-02-13,2023-07-09,Sold,120.0,Number create job do order.
LST-0813,PRP-3786,AGT-0176,888100.0,2022-04-02,2022-05-12,Sold,328.0,Name hand kid office my.
LST-0814,PRP-0329,AGT-0199,2017400.0,2020-02-25,2020-05-01,Active,356.0,Worry maintain make blue free. Miss real education check require.
LST-0815,PRP-0624,AGT-0084,1513200.0,2023-04-11,2023-05-19,Sold,351.0,Hit blood move plant foot mouth party ability. Culture wind piece hold edge appear change church.
LST-0816,PRP-0313,AGT-0086,1299400.0,2023-01-30,2023-06-01,Sold,354.0,Career after south girl audience short music.
LST-0817,PRP-3143,AGT-0065,1406500.0,2021-01-11,2021-05-30,Sold,59.0,Probably star wish draw.
LST-0818,PRP-2732,AGT-0020,1400800.0,2023-11-17,2024-02-25,Sold,,Consumer smile better process game we write one.
LST-0819,PRP-3958,AGT-0103,621800.0,2020-09-30,2021-01-10,Sold,288.0,Short they doctor art billion hold. Sing stuff bill much simply hard ten.
LST-0820,PRP-2534,AGT-0026,947300.0,2021-06-30,2021-11-02,Sold,,Lead society eye.
LST-0821,PRP-0729,AGT-0089,2757200.0,2022-05-18,2022-08-06,Expired,50.0,After use race great large defense house.
LST-0822,PRP-1956,AGT-0218,655500.0,2021-10-18,2022-02-15,Active,199.0,Remain fund near organization article worker. Under threat card product manage.
LST-0823,PRP-0199,AGT-0251,1403000.0,2022-04-17,2022-10-02,Active,210.0,Hear lay prepare speech alone tax. Result reason increase.
LST-0824,PRP-4555,AGT-0281,814700.0,2023-01-21,2023-05-06,Sold,160.0,Result other network it determine tree sell. Success computer bill light including.
LST-0825,PRP-0006,AGT-0184,2226900.0,2020-06-02,2020-10-05,Sold,350.0,Themselves occur under woman.
LST-0826,PRP-3836,AGT-0201,1738300.0,2022-12-07,2023-04-12,Sold,340.0,Have place whose blue.
LST-0827,PRP-2896,AGT-0050,621400.0,2023-06-03,2023-11-06,Sold,306.0,Source cover history condition. Population should character by whatever everything.
LST-0828,PRP-1345,AGT-0287,2239500.0,2020-04-08,2020-03-22,Active,307.0,Ok shake investment employee add ask certain.
LST-0829,PRP-1653,AGT-0177,1655200.0,2022-07-27,2022-08-28,Sold,363.0,Thus ground itself girl. Forward plan watch usually imagine professor.
LST-0830,PRP-4439,AGT-0079,1825900.0,2020-07-27,2020-10-26,Sold,249.0,Class system account thank.
LST-0831,PRP-1039,AGT-0111,2472000.0,2022-06-16,2022-12-09,Expired,251.0,Rather generation during see edge lot. Current though daughter learn though.
LST-0832,PRP-3120,AGT-0289,1620200.0,2022-11-22,2023-01-26,Active,251.0,Little tough paper. Dinner people spend experience crime.
LST-0833,PRP-2200,AGT-0140,566700.0,2024-05-18,2024-09-02,Withdrawn,169.0,Never would east character operation.
LST-0834,PRP-0473,AGT-0255,1696700.0,2021-02-22,2021-04-08,Sold,345.0,Artist however main wait ready well nation.
LST-0835,PRP-2024,AGT-0090,778600.0,2021-09-14,2022-02-21,Withdrawn,317.0,Special myself once region upon gas employee everyone. Wait material real card next area.
LST-0836,PRP-1658,AGT-0186,1938000.0,2022-10-18,2023-01-08,Sold,80.0,Enjoy artist happy there less according than.
LST-0837,PRP-2961,AGT-0035,893200.0,2022-02-07,2022-05-28,Sold,293.0,Cup box prepare despite do court big.
LST-0838,PRP-1808,AGT-0067,978100.0,2023-03-09,2023-05-12,Sold,54.0,Past white country. Fight ago hair teacher rock.
LST-0839,PRP-4233,AGT-0146,834600.0,2023-02-06,2023-06-04,Expired,358.0,Rule name during cultural knowledge miss daughter.
LST-0840,PRP-0796,AGT-0083,2457700.0,2023-08-11,2023-10-05,Withdrawn,31.0,Seat arrive strategy near partner story.
LST-0841,PRP-1786,AGT-0260,2388800.0,2022-07-17,2022-11-17,Withdrawn,13.0,Own fund security attack west movie food. Free glass improve ever feeling suffer these leg.
LST-0842,PRP-2149,AGT-0154,255000.0,2022-10-10,2023-01-27,Sold,24.0,Indeed hot leg.
LST-0843,PRP-0759,AGT-0173,597900.0,2020-01-23,2020-04-28,Sold,329.0,Long family cell tree and even property.
LST-0844,PRP-1495,AGT-0061,288300.0,2020-04-26,2020-07-12,Sold,149.0,Page per tough establish. Democrat player lay sign occur dream.
LST-0845,PRP-2182,AGT-0167,311700.0,2021-05-27,2021-10-21,Expired,212.0,Sister six box style current.
LST-0846,PRP-3837,AGT-0105,2453100.0,2022-07-17,2022-08-25,Sold,340.0,Team trouble option only better manage. Life skill lay time purpose describe after.
LST-0847,PRP-2478,AGT-0090,2149500.0,2022-05-19,2022-09-19,Active,119.0,Maintain attorney direction instead.
LST-0848,PRP-1036,AGT-0264,1851300.0,2024-03-21,2024-07-26,Sold,182.0,Happen minute author nor eat campaign.
LST-0849,PRP-4137,AGT-0170,357600.0,2020-01-09,2020-03-15,Expired,356.0,Determine recently meet pattern.
LST-0850,PRP-2530,AGT-0149,1383200.0,2022-02-18,2022-06-24,Active,304.0,If tend thing address some bag send.
LST-0851,PRP-2030,AGT-0196,1871900.0,2021-08-09,2021-10-20,Expired,189.0,City education under newspaper score western PM. Recently decade hope whole within available.
LST-0852,PRP-2712,AGT-0045,1000800.0,2023-11-25,2024-04-18,Sold,270.0,Current their act develop market experience.
LST-0853,PRP-1327,AGT-0004,1095700.0,2021-11-28,2022-03-18,Expired,190.0,Among music shoulder likely performance.
LST-0854,PRP-4258,AGT-0279,1313300.0,2023-09-28,2023-11-06,Sold,268.0,Government group than operation ago.
LST-0855,PRP-4144,AGT-0003,2892000.0,2022-05-14,2022-10-16,Active,23.0,Hold store table stuff. Rule past car road order.
LST-0856,PRP-0284,AGT-0259,1826100.0,2022-12-02,2023-02-13,Sold,146.0,That successful president too lose fish.
LST-0857,PRP-2451,AGT-0151,1067700.0,2024-01-04,2024-06-17,Pending,91.0,Doctor talk red room treat current seven.
LST-0858,PRP-3684,AGT-0198,2828300.0,2021-05-11,2021-08-11,Active,98.0,Born yourself book no cover worker. Fund billion man behind sing.
LST-0859,PRP-2257,AGT-0177,377400.0,2020-05-14,2020-10-10,Sold,280.0,Popular fly could law poor.
LST-0860,PRP-2575,AGT-0248,1752900.0,2023-07-11,2023-11-01,Active,153.0,Financial author bring relate customer whether.
LST-0861,PRP-2827,AGT-0241,2164600.0,2024-02-02,2024-06-12,Expired,42.0,List society before which father art. Once maintain nature determine think commercial magazine.
LST-0862,PRP-1959,AGT-0273,2781400.0,2023-06-16,2023-10-23,Expired,,Book question figure go. Image shake door.
LST-0863,PRP-2519,AGT-0189,1090700.0,2020-05-01,2020-07-29,Sold,90.0,Agent Mr if.
LST-0864,PRP-2295,AGT-0153,681200.0,2023-04-09,2023-06-22,Sold,119.0,Country anyone career against. Civil those let stay energy.
LST-0865,PRP-1299,AGT-0195,2104400.0,2022-02-17,2022-04-04,Sold,345.0,May first yeah cut lot. From night down reveal suffer.
LST-0866,PRP-2753,AGT-0029,2543800.0,2022-09-12,2022-10-19,Expired,191.0,Thus ready quite thought follow assume. Difficult himself father product fill between call.
LST-0867,PRP-0091,AGT-0148,2064800.0,2023-09-21,2023-11-19,Active,,Agree majority present truth.
LST-0868,PRP-3939,AGT-0096,1047300.0,2023-03-10,2023-04-24,Sold,,Grow box reduce who like minute interest actually.
LST-0869,PRP-2199,AGT-0115,128900.0,2023-10-16,2024-04-13,Sold,172.0,Lead officer pattern economy. Company edge admit enter I.
LST-0870,PRP-3841,AGT-0232,1232700.0,2022-10-29,2022-10-13,Sold,316.0,Budget goal believe. Give later girl determine away industry plan.
LST-0871,PRP-2201,AGT-0118,1717400.0,2021-06-05,2021-08-25,Expired,320.0,Group course into risk. Scene nice break ago decision again tell practice.
LST-0872,PRP-2661,AGT-0205,55900.0,2022-07-26,2022-11-16,Withdrawn,191.0,Leave arm film image which forward them eye.
LST-0873,PRP-0775,AGT-0095,1267700.0,2024-04-30,2024-09-25,Withdrawn,151.0,Music may this culture make attack sometimes.
LST-0874,PRP-1185,AGT-0050,1938300.0,2022-01-28,2022-04-21,Withdrawn,27.0,Film begin small.
LST-0875,PRP-1668,AGT-0053,898300.0,2021-01-16,2021-06-13,Expired,131.0,Newspaper only imagine require expect. Argue sit material system.
LST-0876,PRP-2424,AGT-0015,1398600.0,2020-02-03,2020-03-16,Sold,169.0,Catch between share discover window.
LST-0877,PRP-1735,AGT-0105,1615200.0,2023-06-14,2023-08-25,Sold,44.0,Thing main sure central go state medical garden.
LST-0878,PRP-0549,AGT-0246,2422300.0,2020-11-13,2021-02-15,Sold,268.0,Film decide commercial popular outside when space.
LST-0879,PRP-3872,AGT-0227,1052300.0,2020-03-28,2020-05-03,Sold,24.0,Down success director all travel reason. Author society spring young likely.
LST-0880,PRP-3108,AGT-0218,288500.0,2021-06-25,2021-11-09,Sold,360.0,Eat number notice real able.
LST-0881,PRP-1724,AGT-0004,230600.0,2020-10-13,2021-02-06,Active,262.0,But certain question laugh.
LST-0882,PRP-0682,AGT-0248,2250100.0,2024-03-14,2024-08-14,Withdrawn,94.0,Choose spring really moment wind.
LST-0883,PRP-0301,AGT-0035,376300.0,2022-03-27,2022-05-15,Sold,67.0,Somebody question yet say air play catch. Suggest boy senior modern body agency.
LST-0884,PRP-1744,AGT-0292,2228200.0,2020-08-25,2021-01-03,Withdrawn,,Travel reality listen poor front throw drug hotel. Like under room certainly kind free writer.
LST-0885,PRP-0976,AGT-0225,369200.0,2021-10-11,2022-02-10,Sold,23.0,Teach method professor affect. Region development own keep scientist.
LST-0886,PRP-3180,AGT-0062,1860700.0,2021-06-14,2021-11-19,Sold,,Never apply well movement owner.
LST-0887,PRP-0557,AGT-0021,2095700.0,2022-12-08,2023-06-01,Sold,44.0,Writer mission of much travel federal forget capital.
LST-0888,PRP-2973,AGT-0113,1635600.0,2024-06-26,2024-11-08,Expired,38.0,Point many act agency upon true. Same despite hit civil.
LST-0889,PRP-1587,AGT-0219,983900.0,2022-02-05,2022-05-27,Expired,222.0,Voice attention thing call likely. During necessary do.
LST-0890,PRP-2114,AGT-0117,1112200.0,2020-06-20,2020-09-17,Sold,,Week produce whose pretty old.
LST-0891,PRP-2978,AGT-0151,2922700.0,2023-05-14,2023-07-04,Sold,335.0,Republican late interest mind majority operation.
LST-0892,PRP-2336,AGT-0061,1100800.0,2020-05-28,2020-10-02,Expired,,Over away trial my.
LST-0893,PRP-1404,AGT-0182,2635300.0,2024-04-26,2024-06-04,Expired,153.0,Action serious send expert magazine. Thing time beat.
