feature_id,property_id,feature_name,feature_value
FTR-01989,PRP-0496,smart_home,0
FTR-01990,PRP-0497,fireplace,YES
FTR-01991,PRP-0497,open_floor_plan,YES
FTR-01992,PRP-0497,new_roof,0
FTR-01993,PRP-0497,master_suite,Yes
FTR-01994,PRP-0497,granite_counters,Yes
FTR-01995,PRP-0497,smart_home,1
FTR-01996,PRP-0498,hardwood_floors,yes
FTR-01997,PRP-0498,granite_counters,YES
FTR-01998,PRP-0498,updated_kitchen,yes
FTR-01999,PRP-0498,fireplace,YES
FTR-02000,PRP-0499,smart_home,yes
FTR-02001,PRP-0499,vaulted_ceilings,yes
FTR-02002,PRP-0499,granite_counters,0
FTR-02003,PRP-0499,fresh_paint,0
FTR-02004,PRP-0500,granite_counters,no
FTR-02005,PRP-0500,open_floor_plan,0
FTR-02006,PRP-0501,updated_kitchen,0
FTR-02007,PRP-0501,new_roof,YES
FTR-02008,PRP-0501,central_ac,no
FTR-02009,PRP-0501,hardwood_floors,yes
FTR-02010,PRP-0501,stainless_appliances,no
FTR-02011,PRP-0501,walk_in_closet,0
FTR-02012,PRP-0502,vaulted_ceilings,Yes
FTR-02013,PRP-0502,updated_kitchen,no
FTR-02014,PRP-0502,walk_in_closet,0
FTR-02015,PRP-0502,fireplace,1
FTR-02016,PRP-0502,stainless_appliances,1
FTR-02017,PRP-0502,hardwood_floors,0
FTR-02018,PRP-0503,hardwood_floors,yes
FTR-02019,PRP-0503,vaulted_ceilings,no
FTR-02020,PRP-0503,walk_in_closet,yes
FTR-02021,PRP-0503,master_suite,YES
FTR-02022,PRP-0504,solar_panels,no
FTR-02023,PRP-0504,fresh_paint,yes
FTR-02024,PRP-0504,central_ac,Yes
FTR-02025,PRP-0504,granite_counters,yes
FTR-02026,PRP-0505,stainless_appliances,0
FTR-02027,PRP-0505,vaulted_ceilings,no
FTR-02028,PRP-0506,central_ac,no
FTR-02029,PRP-0506,granite_counters,no
FTR-02030,PRP-0506,fresh_paint,yes
FTR-02031,PRP-0507,hardwood_floors,no
FTR-02032,PRP-0507,open_floor_plan,1
FTR-02033,PRP-0507,master_suite,YES
FTR-02034,PRP-0507,fireplace,no
FTR-02035,PRP-0507,new_roof,yes
FTR-02036,PRP-0507,granite_counters,yes
FTR-02037,PRP-0508,fireplace,0
FTR-02038,PRP-0508,smart_home,YES
FTR-02039,PRP-0508,central_ac,0
FTR-02040,PRP-0508,granite_counters,yes
FTR-02041,PRP-0509,stainless_appliances,yes
FTR-02042,PRP-0509,fireplace,Yes
FTR-02043,PRP-0509,central_ac,Yes
FTR-02044,PRP-0509,solar_panels,0
FTR-02045,PRP-0509,vaulted_ceilings,YES
FTR-02046,PRP-0510,fresh_paint,yes
FTR-02047,PRP-0510,master_suite,no
FTR-02048,PRP-0510,vaulted_ceilings,YES
FTR-02049,PRP-0510,central_ac,yes
FTR-02050,PRP-0510,walk_in_closet,0
FTR-02051,PRP-0511,solar_panels,0
FTR-02052,PRP-0511,fireplace,YES
FTR-02053,PRP-0511,granite_counters,yes
FTR-02054,PRP-0511,vaulted_ceilings,0
FTR-02055,PRP-0512,master_suite,YES
FTR-02056,PRP-0512,central_ac,YES
FTR-02057,PRP-0512,granite_counters,0
FTR-02058,PRP-0513,new_roof,YES
FTR-02059,PRP-0513,updated_kitchen,1
FTR-02060,PRP-0514,vaulted_ceilings,Yes
FTR-02061,PRP-0514,solar_panels,1
FTR-02062,PRP-0514,fresh_paint,Yes
FTR-02063,PRP-0514,fireplace,1
FTR-02064,PRP-0514,central_ac,YES
FTR-02065,PRP-0514,master_suite,no
FTR-02066,PRP-0515,solar_panels,Yes
FTR-02067,PRP-0515,fireplace,0
FTR-02068,PRP-0515,new_roof,1
FTR-02069,PRP-0515,stainless_appliances,yes
FTR-02070,PRP-0515,open_floor_plan,yes
FTR-02071,PRP-0516,smart_home,yes
FTR-02072,PRP-0516,vaulted_ceilings,yes
FTR-02073,PRP-0516,fireplace,YES
FTR-02074,PRP-0516,updated_kitchen,1
FTR-02075,PRP-0516,open_floor_plan,no
FTR-02076,PRP-0517,fresh_paint,1
FTR-02077,PRP-0517,solar_panels,no
FTR-02078,PRP-0517,open_floor_plan,Yes
FTR-02079,PRP-0518,new_roof,0
FTR-02080,PRP-0518,stainless_appliances,0
FTR-02081,PRP-0519,solar_panels,no
FTR-02082,PRP-0519,fireplace,1
FTR-02083,PRP-0519,stainless_appliances,yes
FTR-02084,PRP-0519,open_floor_plan,1
FTR-02085,PRP-0520,smart_home,yes
FTR-02086,PRP-0520,stainless_appliances,yes
FTR-02087,PRP-0520,central_ac,0
FTR-02088,PRP-0520,updated_kitchen,1
FTR-02089,PRP-0520,open_floor_plan,YES
FTR-02090,PRP-0521,central_ac,no
FTR-02091,PRP-0521,vaulted_ceilings,0
FTR-02092,PRP-0521,master_suite,Yes
FTR-02093,PRP-0522,open_floor_plan,Yes
FTR-02094,PRP-0522,updated_kitchen,1
FTR-02095,PRP-0522,walk_in_closet,yes
FTR-02096,PRP-0522,fireplace,YES
FTR-02097,PRP-0523,smart_home,1
FTR-02098,PRP-0523,master_suite,no
FTR-02099,PRP-0523,hardwood_floors,yes
FTR-02100,PRP-0523,fireplace,Yes
FTR-02101,PRP-0523,stainless_appliances,YES
FTR-02102,PRP-0523,central_ac,1
FTR-02103,PRP-0524,master_suite,no
FTR-02104,PRP-0524,updated_kitchen,no
FTR-02105,PRP-0524,solar_panels,Yes
FTR-02106,PRP-0524,fresh_paint,0
FTR-02107,PRP-0524,central_ac,YES
FTR-02108,PRP-0525,stainless_appliances,YES
FTR-02109,PRP-0525,master_suite,Yes
FTR-02110,PRP-0525,fresh_paint,Yes
FTR-02111,PRP-0526,solar_panels,no
FTR-02112,PRP-0526,central_ac,no
FTR-02113,PRP-0526,stainless_appliances,yes
FTR-02114,PRP-0527,hardwood_floors,yes
FTR-02115,PRP-0527,master_suite,0
FTR-02116,PRP-0527,vaulted_ceilings,Yes
FTR-02117,PRP-0528,stainless_appliances,1
FTR-02118,PRP-0528,fresh_paint,Yes
FTR-02119,PRP-0529,fireplace,1
FTR-02120,PRP-0529,smart_home,Yes
FTR-02121,PRP-0529,updated_kitchen,no
FTR-02122,PRP-0529,walk_in_closet,YES
FTR-02123,PRP-0529,hardwood_floors,0
FTR-02124,PRP-0529,master_suite,Yes
FTR-02125,PRP-0530,updated_kitchen,Yes
FTR-02126,PRP-0530,open_floor_plan,no
FTR-02127,PRP-0531,hardwood_floors,yes
FTR-02128,PRP-0531,updated_kitchen,no
FTR-02129,PRP-0531,new_roof,YES
FTR-02130,PRP-0531,fresh_paint,0
FTR-02131,PRP-0531,stainless_appliances,0
FTR-02132,PRP-0532,updated_kitchen,no
FTR-02133,PRP-0532,fireplace,YES
FTR-02134,PRP-0533,smart_home,1
FTR-02135,PRP-0533,solar_panels,Yes
FTR-02136,PRP-0533,updated_kitchen,0
FTR-02137,PRP-0534,master_suite,no
FTR-02138,PRP-0534,solar_panels,yes
FTR-02139,PRP-0534,granite_counters,yes
FTR-02140,PRP-0535,smart_home,no
FTR-02141,PRP-0535,walk_in_closet,YES
FTR-02142,PRP-0535,master_suite,no
FTR-02143,PRP-0535,granite_counters,no
FTR-02144,PRP-0535,updated_kitchen,1
FTR-02145,PRP-0535,open_floor_plan,1
FTR-02146,PRP-0536,granite_counters,yes
FTR-02147,PRP-0536,hardwood_floors,0
FTR-02148,PRP-0536,solar_panels,1
FTR-02149,PRP-0536,walk_in_closet,yes
FTR-02150,PRP-0536,open_floor_plan,0
FTR-02151,PRP-0536,smart_home,1
FTR-02152,PRP-0537,fireplace,yes
FTR-02153,PRP-0537,walk_in_closet,yes
FTR-02154,PRP-0537,central_ac,Yes
FTR-02155,PRP-0537,smart_home,yes
FTR-02156,PRP-0537,master_suite,no
FTR-02157,PRP-0538,smart_home,0
FTR-02158,PRP-0538,central_ac,yes
FTR-02159,PRP-0539,granite_counters,YES
FTR-02160,PRP-0539,fresh_paint,0
FTR-02161,PRP-0540,solar_panels,1
FTR-02162,PRP-0540,central_ac,0
FTR-02163,PRP-0541,stainless_appliances,Yes
FTR-02164,PRP-0541,updated_kitchen,Yes
FTR-02165,PRP-0541,solar_panels,Yes
FTR-02166,PRP-0542,fireplace,YES
FTR-02167,PRP-0542,new_roof,YES
FTR-02168,PRP-0542,solar_panels,Yes
FTR-02169,PRP-0542,master_suite,yes
FTR-02170,PRP-0542,central_ac,0
FTR-02171,PRP-0543,updated_kitchen,1
FTR-02172,PRP-0543,master_suite,Yes
FTR-02173,PRP-0543,open_floor_plan,Yes
FTR-02174,PRP-0543,central_ac,Yes
FTR-02175,PRP-0543,hardwood_floors,no
FTR-02176,PRP-0544,master_suite,Yes
FTR-02177,PRP-0544,hardwood_floors,Yes
FTR-02178,PRP-0544,central_ac,Yes
FTR-02179,PRP-0544,fireplace,yes
FTR-02180,PRP-0544,new_roof,yes
FTR-02181,PRP-0545,granite_counters,0
FTR-02182,PRP-0545,smart_home,Yes
FTR-02183,PRP-0545,stainless_appliances,yes
FTR-02184,PRP-0545,hardwood_floors,0
FTR-02185,PRP-0545,solar_panels,no
FTR-02186,PRP-0546,stainless_appliances,no
FTR-02187,PRP-0546,hardwood_floors,0
FTR-02188,PRP-0546,fresh_paint,1
FTR-02189,PRP-0547,new_roof,0
FTR-02190,PRP-0547,fireplace,Yes
FTR-02191,PRP-0547,central_ac,no
FTR-02192,PRP-0547,updated_kitchen,1
FTR-02193,PRP-0547,solar_panels,0
FTR-02194,PRP-0548,solar_panels,YES
FTR-02195,PRP-0548,master_suite,yes
FTR-02196,PRP-0549,stainless_appliances,yes
FTR-02197,PRP-0549,updated_kitchen,1
FTR-02198,PRP-0549,smart_home,no
FTR-02199,PRP-0550,fresh_paint,0
FTR-02200,PRP-0550,walk_in_closet,Yes
FTR-02201,PRP-0550,new_roof,0
FTR-02202,PRP-0550,granite_counters,yes
FTR-02203,PRP-0551,vaulted_ceilings,yes
FTR-02204,PRP-0551,open_floor_plan,no
FTR-02205,PRP-0551,walk_in_closet,1
FTR-02206,PRP-0551,updated_kitchen,no
FTR-02207,PRP-0551,master_suite,YES
FTR-02208,PRP-0552,central_ac,YES
FTR-02209,PRP-0552,new_roof,1
FTR-02210,PRP-0552,updated_kitchen,0
FTR-02211,PRP-0552,granite_counters,Yes
FTR-02212,PRP-0552,fireplace,yes
FTR-02213,PRP-0553,updated_kitchen,no
FTR-02214,PRP-0553,central_ac,yes
FTR-02215,PRP-0553,master_suite,0
FTR-02216,PRP-0553,fresh_paint,1
FTR-02217,PRP-0554,fresh_paint,1
FTR-02218,PRP-0554,walk_in_closet,YES
FTR-02219,PRP-0554,master_suite,no
FTR-02220,PRP-0554,stainless_appliances,1
FTR-02221,PRP-0554,updated_kitchen,yes
FTR-02222,PRP-0555,fresh_paint,1
FTR-02223,PRP-0555,vaulted_ceilings,YES
FTR-02224,PRP-0556,vaulted_ceilings,0
FTR-02225,PRP-0556,walk_in_closet,no
FTR-02226,PRP-0557,master_suite,Yes
FTR-02227,PRP-0557,walk_in_closet,1
FTR-02228,PRP-0557,updated_kitchen,YES
FTR-02229,PRP-0557,new_roof,yes
FTR-02230,PRP-0557,granite_counters,YES
FTR-02231,PRP-0557,smart_home,1
FTR-02232,PRP-0558,new_roof,Yes
FTR-02233,PRP-0558,vaulted_ceilings,1
FTR-02234,PRP-0559,fresh_paint,no
FTR-02235,PRP-0559,new_roof,1
FTR-02236,PRP-0560,vaulted_ceilings,0
FTR-02237,PRP-0560,stainless_appliances,1
FTR-02238,PRP-0560,smart_home,YES
FTR-02239,PRP-0560,solar_panels,yes
FTR-02240,PRP-0560,granite_counters,Yes
FTR-02241,PRP-0560,hardwood_floors,Yes
FTR-02242,PRP-0561,walk_in_closet,no
FTR-02243,PRP-0561,smart_home,1
FTR-02244,PRP-0562,hardwood_floors,1
FTR-02245,PRP-0562,smart_home,yes
FTR-02246,PRP-0562,solar_panels,Yes
FTR-02247,PRP-0562,granite_counters,1
FTR-02248,PRP-0563,fresh_paint,no
FTR-02249,PRP-0563,smart_home,no
FTR-02250,PRP-0563,fireplace,0
FTR-02251,PRP-0563,master_suite,YES
FTR-02252,PRP-0563,walk_in_closet,yes
FTR-02253,PRP-0564,smart_home,no
FTR-02254,PRP-0564,central_ac,no
FTR-02255,PRP-0564,fresh_paint,no
FTR-02256,PRP-0564,master_suite,Yes
FTR-02257,PRP-0565,open_floor_plan,yes
FTR-02258,PRP-0565,master_suite,0
FTR-02259,PRP-0565,granite_counters,1
FTR-02260,PRP-0566,new_roof,0
FTR-02261,PRP-0566,fresh_paint,yes
FTR-02262,PRP-0566,walk_in_closet,Yes
FTR-02263,PRP-0567,fireplace,no
FTR-02264,PRP-0567,fresh_paint,1
FTR-02265,PRP-0567,open_floor_plan,Yes
FTR-02266,PRP-0567,master_suite,0
FTR-02267,PRP-0567,hardwood_floors,1
FTR-02268,PRP-0567,stainless_appliances,no
FTR-02269,PRP-0568,fresh_paint,no
FTR-02270,PRP-0568,open_floor_plan,0
FTR-02271,PRP-0569,hardwood_floors,1
FTR-02272,PRP-0569,fresh_paint,YES
FTR-02273,PRP-0569,master_suite,no
FTR-02274,PRP-0570,central_ac,no
FTR-02275,PRP-0570,master_suite,0
FTR-02276,PRP-0570,new_roof,Yes
FTR-02277,PRP-0570,updated_kitchen,1
FTR-02278,PRP-0570,smart_home,YES
FTR-02279,PRP-0570,open_floor_plan,no
FTR-02280,PRP-0571,updated_kitchen,yes
FTR-02281,PRP-0571,new_roof,1
FTR-02282,PRP-0572,granite_counters,0
FTR-02283,PRP-0572,fresh_paint,YES
FTR-02284,PRP-0572,solar_panels,yes
FTR-02285,PRP-0572,hardwood_floors,0
FTR-02286,PRP-0573,solar_panels,YES
FTR-02287,PRP-0573,hardwood_floors,Yes
FTR-02288,PRP-0573,smart_home,1
FTR-02289,PRP-0573,vaulted_ceilings,1
FTR-02290,PRP-0573,new_roof,Yes
FTR-02291,PRP-0574,granite_counters,no
FTR-02292,PRP-0574,central_ac,Yes
FTR-02293,PRP-0574,updated_kitchen,0
FTR-02294,PRP-0574,stainless_appliances,no
FTR-02295,PRP-0575,granite_counters,yes
FTR-02296,PRP-0575,updated_kitchen,YES
FTR-02297,PRP-0575,solar_panels,Yes
FTR-02298,PRP-0575,fireplace,0
FTR-02299,PRP-0576,fireplace,no
FTR-02300,PRP-0576,walk_in_closet,0
FTR-02301,PRP-0576,granite_counters,0
FTR-02302,PRP-0576,central_ac,1
FTR-02303,PRP-0577,stainless_appliances,0
FTR-02304,PRP-0577,fireplace,0
FTR-02305,PRP-0577,vaulted_ceilings,0
FTR-02306,PRP-0577,hardwood_floors,YES
FTR-02307,PRP-0578,smart_home,0
FTR-02308,PRP-0578,master_suite,no
FTR-02309,PRP-0579,solar_panels,Yes
FTR-02310,PRP-0579,walk_in_closet,1
FTR-02311,PRP-0579,stainless_appliances,Yes
FTR-02312,PRP-0579,hardwood_floors,YES
FTR-02313,PRP-0580,solar_panels,Yes
FTR-02314,PRP-0580,walk_in_closet,0
FTR-02315,PRP-0581,new_roof,Yes
FTR-02316,PRP-0581,stainless_appliances,0
FTR-02317,PRP-0582,central_ac,no
FTR-02318,PRP-0582,solar_panels,yes
FTR-02319,PRP-0582,open_floor_plan,yes
FTR-02320,PRP-0582,master_suite,0
FTR-02321,PRP-0583,fresh_paint,no
FTR-02322,PRP-0583,hardwood_floors,Yes
FTR-02323,PRP-0583,central_ac,no
FTR-02324,PRP-0583,new_roof,Yes
FTR-02325,PRP-0584,stainless_appliances,Yes
FTR-02326,PRP-0584,master_suite,1
FTR-02327,PRP-0584,open_floor_plan,no
FTR-02328,PRP-0585,new_roof,1
FTR-02329,PRP-0585,fresh_paint,YES
FTR-02330,PRP-0585,walk_in_closet,0
FTR-02331,PRP-0585,vaulted_ceilings,yes
FTR-02332,PRP-0585,central_ac,no
FTR-02333,PRP-0585,smart_home,1
FTR-02334,PRP-0586,hardwood_floors,0
FTR-02335,PRP-0586,vaulted_ceilings,no
FTR-02336,PRP-0586,updated_kitchen,0
FTR-02337,PRP-0586,master_suite,no
FTR-02338,PRP-0586,stainless_appliances,Yes
FTR-02339,PRP-0587,stainless_appliances,Yes
FTR-02340,PRP-0587,master_suite,yes
FTR-02341,PRP-0587,fireplace,YES
FTR-02342,PRP-0587,central_ac,YES
FTR-02343,PRP-0587,new_roof,0
FTR-02344,PRP-0588,updated_kitchen,0
FTR-02345,PRP-0588,hardwood_floors,no
FTR-02346,PRP-0588,vaulted_ceilings,yes
FTR-02347,PRP-0588,granite_counters,yes
FTR-02348,PRP-0588,central_ac,YES
FTR-02349,PRP-0589,fresh_paint,0
FTR-02350,PRP-0589,master_suite,Yes
FTR-02351,PRP-0589,vaulted_ceilings,no
FTR-02352,PRP-0590,fireplace,0
FTR-02353,PRP-0590,fresh_paint,1
FTR-02354,PRP-0591,granite_counters,yes
FTR-02355,PRP-0591,new_roof,yes
FTR-02356,PRP-0591,central_ac,0
FTR-02357,PRP-0591,fireplace,Yes
FTR-02358,PRP-0591,hardwood_floors,yes
FTR-02359,PRP-0592,fresh_paint,0
FTR-02360,PRP-0592,open_floor_plan,YES
FTR-02361,PRP-0592,updated_kitchen,0
FTR-02362,PRP-0592,smart_home,YES
FTR-02363,PRP-0592,vaulted_ceilings,YES
FTR-02364,PRP-0592,fireplace,YES
FTR-02365,PRP-0593,fireplace,1
FTR-02366,PRP-0593,hardwood_floors,Yes
FTR-02367,PRP-0593,solar_panels,0
FTR-02368,PRP-0594,solar_panels,0
FTR-02369,PRP-0594,vaulted_ceilings,YES
FTR-02370,PRP-0594,fresh_paint,yes
FTR-02371,PRP-0594,updated_kitchen,yes
FTR-02372,PRP-0595,walk_in_closet,1
FTR-02373,PRP-0595,new_roof,Yes
FTR-02374,PRP-0595,vaulted_ceilings,Yes
FTR-02375,PRP-0596,central_ac,1
FTR-02376,PRP-0596,vaulted_ceilings,YES
FTR-02377,PRP-0596,new_roof,no
FTR-02378,PRP-0597,granite_counters,Yes
FTR-02379,PRP-0597,central_ac,YES
FTR-02380,PRP-0597,master_suite,yes
FTR-02381,PRP-0597,hardwood_floors,Yes
FTR-02382,PRP-0598,stainless_appliances,0
FTR-02383,PRP-0598,smart_home,Yes
FTR-02384,PRP-0598,granite_counters,1
FTR-02385,PRP-0598,vaulted_ceilings,1
FTR-02386,PRP-0598,fresh_paint,YES
FTR-02387,PRP-0598,updated_kitchen,yes
FTR-02388,PRP-0599,updated_kitchen,yes
FTR-02389,PRP-0599,stainless_appliances,0
FTR-02390,PRP-0599,hardwood_floors,Yes
FTR-02391,PRP-0599,solar_panels,YES
FTR-02392,PRP-0600,vaulted_ceilings,1
FTR-02393,PRP-0600,fresh_paint,1
FTR-02394,PRP-0600,smart_home,1
FTR-02395,PRP-0600,open_floor_plan,0
FTR-02396,PRP-0600,hardwood_floors,YES
FTR-02397,PRP-0600,new_roof,Yes
FTR-02398,PRP-0601,central_ac,0
FTR-02399,PRP-0601,open_floor_plan,Yes
FTR-02400,PRP-0601,updated_kitchen,1
FTR-02401,PRP-0601,fresh_paint,1
FTR-02402,PRP-0601,master_suite,0
FTR-02403,PRP-0602,hardwood_floors,yes
FTR-02404,PRP-0602,fresh_paint,0
FTR-02405,PRP-0602,open_floor_plan,YES
FTR-02406,PRP-0602,central_ac,Yes
FTR-02407,PRP-0603,master_suite,YES
FTR-02408,PRP-0603,central_ac,1
FTR-02409,PRP-0603,fresh_paint,no
FTR-02410,PRP-0604,smart_home,Yes
FTR-02411,PRP-0604,walk_in_closet,no
FTR-02412,PRP-0604,hardwood_floors,1
FTR-02413,PRP-0604,stainless_appliances,Yes
FTR-02414,PRP-0604,fresh_paint,YES
FTR-02415,PRP-0604,vaulted_ceilings,Yes
FTR-02416,PRP-0605,fireplace,Yes
FTR-02417,PRP-0605,new_roof,0
FTR-02418,PRP-0605,stainless_appliances,Yes
FTR-02419,PRP-0606,fireplace,yes
FTR-02420,PRP-0606,granite_counters,Yes
FTR-02421,PRP-0606,updated_kitchen,Yes
FTR-02422,PRP-0606,master_suite,yes
FTR-02423,PRP-0606,central_ac,yes
FTR-02424,PRP-0606,vaulted_ceilings,yes
FTR-02425,PRP-0607,solar_panels,yes
FTR-02426,PRP-0607,open_floor_plan,yes
FTR-02427,PRP-0607,vaulted_ceilings,Yes
FTR-02428,PRP-0608,master_suite,0
FTR-02429,PRP-0608,granite_counters,no
FTR-02430,PRP-0608,solar_panels,Yes
FTR-02431,PRP-0609,updated_kitchen,YES
FTR-02432,PRP-0609,solar_panels,YES
FTR-02433,PRP-0609,open_floor_plan,YES
FTR-02434,PRP-0609,hardwood_floors,no
FTR-02435,PRP-0610,master_suite,1
FTR-02436,PRP-0610,updated_kitchen,yes
FTR-02437,PRP-0610,open_floor_plan,YES
FTR-02438,PRP-0611,walk_in_closet,no
FTR-02439,PRP-0611,fresh_paint,yes
FTR-02440,PRP-0611,master_suite,yes
FTR-02441,PRP-0611,new_roof,yes
FTR-02442,PRP-0611,stainless_appliances,no
FTR-02443,PRP-0611,smart_home,0
FTR-02444,PRP-0612,granite_counters,no
FTR-02445,PRP-0612,stainless_appliances,YES
FTR-02446,PRP-0612,solar_panels,yes
FTR-02447,PRP-0612,updated_kitchen,0
FTR-02448,PRP-0613,smart_home,yes
FTR-02449,PRP-0613,open_floor_plan,no
FTR-02450,PRP-0613,hardwood_floors,no
FTR-02451,PRP-0613,fresh_paint,Yes
FTR-02452,PRP-0613,updated_kitchen,0
FTR-02453,PRP-0614,vaulted_ceilings,0
FTR-02454,PRP-0614,central_ac,no
FTR-02455,PRP-0614,smart_home,yes
FTR-02456,PRP-0615,fireplace,yes
FTR-02457,PRP-0615,updated_kitchen,1
FTR-02458,PRP-0615,fresh_paint,yes
FTR-02459,PRP-0615,stainless_appliances,1
FTR-02460,PRP-0615,master_suite,yes
FTR-02461,PRP-0616,central_ac,0
FTR-02462,PRP-0616,open_floor_plan,Yes
FTR-02463,PRP-0616,new_roof,0
FTR-02464,PRP-0616,solar_panels,yes
FTR-02465,PRP-0617,stainless_appliances,1
FTR-02466,PRP-0617,updated_kitchen,no
FTR-02467,PRP-0617,walk_in_closet,0
FTR-02468,PRP-0617,solar_panels,1
FTR-02469,PRP-0618,fresh_paint,no
FTR-02470,PRP-0618,vaulted_ceilings,yes
FTR-02471,PRP-0619,fresh_paint,1
FTR-02472,PRP-0619,master_suite,YES
FTR-02473,PRP-0619,updated_kitchen,yes
FTR-02474,PRP-0620,central_ac,1
FTR-02475,PRP-0620,fireplace,no
FTR-02476,PRP-0621,master_suite,no
FTR-02477,PRP-0621,hardwood_floors,YES
FTR-02478,PRP-0622,master_suite,1
FTR-02479,PRP-0622,smart_home,no
FTR-02480,PRP-0622,fresh_paint,no
FTR-02481,PRP-0622,granite_counters,YES
FTR-02482,PRP-0622,open_floor_plan,no
FTR-02483,PRP-0622,stainless_appliances,1
FTR-02484,PRP-0623,master_suite,Yes
FTR-02485,PRP-0623,walk_in_closet,Yes
FTR-02486,PRP-0623,new_roof,yes
FTR-02487,PRP-0623,smart_home,0
FTR-02488,PRP-0623,updated_kitchen,0
FTR-02489,PRP-0624,stainless_appliances,0
FTR-02490,PRP-0624,open_floor_plan,yes
FTR-02491,PRP-0624,smart_home,Yes
FTR-02492,PRP-0624,master_suite,0
FTR-02493,PRP-0624,vaulted_ceilings,YES
FTR-02494,PRP-0625,updated_kitchen,no
FTR-02495,PRP-0625,vaulted_ceilings,yes
FTR-02496,PRP-0625,hardwood_floors,Yes
FTR-02497,PRP-0625,granite_counters,yes
FTR-02498,PRP-0625,new_roof,Yes
FTR-02499,PRP-0626,fresh_paint,1
FTR-02500,PRP-0626,new_roof,Yes
FTR-02501,PRP-0626,open_floor_plan,no
FTR-02502,PRP-0626,smart_home,YES
FTR-02503,PRP-0627,solar_panels,yes
FTR-02504,PRP-0627,vaulted_ceilings,yes
FTR-02505,PRP-0627,walk_in_closet,no
FTR-02506,PRP-0627,central_ac,YES
FTR-02507,PRP-0627,granite_counters,no
FTR-02508,PRP-0628,central_ac,YES
FTR-02509,PRP-0628,solar_panels,YES
FTR-02510,PRP-0628,fireplace,1
FTR-02511,PRP-0628,master_suite,1
FTR-02512,PRP-0628,walk_in_closet,Yes
FTR-02513,PRP-0628,granite_counters,0
FTR-02514,PRP-0629,walk_in_closet,0
FTR-02515,PRP-0629,open_floor_plan,yes
FTR-02516,PRP-0630,hardwood_floors,no
FTR-02517,PRP-0630,open_floor_plan,0
FTR-02518,PRP-0630,smart_home,yes
FTR-02519,PRP-0630,central_ac,Yes
FTR-02520,PRP-0630,vaulted_ceilings,yes
FTR-02521,PRP-0630,granite_counters,0
FTR-02522,PRP-0631,open_floor_plan,0
FTR-02523,PRP-0631,vaulted_ceilings,YES
FTR-02524,PRP-0631,fresh_paint,no
FTR-02525,PRP-0631,hardwood_floors,1
FTR-02526,PRP-0631,fireplace,YES
FTR-02527,PRP-0631,stainless_appliances,Yes
FTR-02528,PRP-0632,stainless_appliances,0
FTR-02529,PRP-0632,central_ac,1
FTR-02530,PRP-0633,stainless_appliances,Yes
FTR-02531,PRP-0633,vaulted_ceilings,no
FTR-02532,PRP-0633,updated_kitchen,no
FTR-02533,PRP-0634,stainless_appliances,yes
FTR-02534,PRP-0634,fresh_paint,1
FTR-02535,PRP-0634,updated_kitchen,0
FTR-02536,PRP-0635,new_roof,YES
FTR-02537,PRP-0635,hardwood_floors,1
FTR-02538,PRP-0635,fresh_paint,no
FTR-02539,PRP-0635,granite_counters,yes
FTR-02540,PRP-0635,stainless_appliances,no
FTR-02541,PRP-0636,master_suite,YES
FTR-02542,PRP-0636,stainless_appliances,Yes
FTR-02543,PRP-0636,updated_kitchen,0
FTR-02544,PRP-0637,open_floor_plan,0
FTR-02545,PRP-0637,vaulted_ceilings,no
FTR-02546,PRP-0637,fireplace,no
FTR-02547,PRP-0638,smart_home,YES
FTR-02548,PRP-0638,solar_panels,yes
FTR-02549,PRP-0638,stainless_appliances,yes
FTR-02550,PRP-0639,fireplace,1
FTR-02551,PRP-0639,stainless_appliances,YES
FTR-02552,PRP-0639,smart_home,0
FTR-02553,PRP-0639,master_suite,no
FTR-02554,PRP-0639,updated_kitchen,Yes
FTR-02555,PRP-0640,stainless_appliances,no
FTR-02556,PRP-0640,central_ac,Yes
FTR-02557,PRP-0640,smart_home,0
FTR-02558,PRP-0641,stainless_appliances,Yes
FTR-02559,PRP-0641,new_roof,no
FTR-02560,PRP-0641,smart_home,no
FTR-02561,PRP-0641,hardwood_floors,YES
FTR-02562,PRP-0641,central_ac,YES
FTR-02563,PRP-0642,solar_panels,yes
FTR-02564,PRP-0642,vaulted_ceilings,Yes
FTR-02565,PRP-0642,open_floor_plan,no
FTR-02566,PRP-0642,central_ac,0
FTR-02567,PRP-0643,walk_in_closet,Yes
FTR-02568,PRP-0643,updated_kitchen,YES
FTR-02569,PRP-0643,new_roof,1
FTR-02570,PRP-0643,smart_home,YES
FTR-02571,PRP-0643,open_floor_plan,yes
FTR-02572,PRP-0644,stainless_appliances,Yes
FTR-02573,PRP-0644,solar_panels,0
FTR-02574,PRP-0644,open_floor_plan,yes
FTR-02575,PRP-0645,open_floor_plan,YES
FTR-02576,PRP-0645,master_suite,Yes
FTR-02577,PRP-0645,fireplace,1
FTR-02578,PRP-0645,walk_in_closet,0
FTR-02579,PRP-0646,solar_panels,0
FTR-02580,PRP-0646,new_roof,YES
FTR-02581,PRP-0646,updated_kitchen,1
FTR-02582,PRP-0646,fireplace,no
FTR-02583,PRP-0647,solar_panels,0
FTR-02584,PRP-0647,smart_home,Yes
FTR-02585,PRP-0648,fireplace,0
FTR-02586,PRP-0648,granite_counters,yes
