transaction_id,listing_id,buyer_id,agent_id,sale_price,sale_date,closing_date,commission_amount,transaction_status,financing_type,inspection_passed
TXN-01208,LST-5236,BYR-3347,AGT-0026,1582151.36,2023-07-05,2023-07-27,87137.16,Completed,Conventional,False
TXN-01209,LST-3250,BYR-1148,AGT-0239,240903.78,2021-12-12,2022-01-24,11907.54,Cancelled,FHA,False
TXN-01210,LST-3059,BYR-2229,AGT-0154,1391503.3,2023-01-06,2023-02-12,49075.68,Completed,Jumbo,True
TXN-01211,LST-5864,BYR-1906,AGT-0002,2485209.68,2021-01-28,2021-02-17,93572.62,Cancelled,VA,True
TXN-01212,LST-0869,BYR-3116,AGT-0100,132344.54,2024-04-16,2024-05-21,4216.63,Completed,Conventional,True
TXN-01213,LST-3484,BYR-2380,AGT-0122,376318.52,2022-07-10,2022-08-18,12614.56,Completed,Cash,True
TXN-01214,LST-5092,BYR-0729,AGT-0166,1032694.99,2020-05-02,2020-06-03,32576.35,Cancelled,FHA,True
TXN-01215,LST-1290,BYR-3994,AGT-0073,697103.1,2020-08-21,2020-10-01,19256.18,Cancelled,Cash,True
TXN-01216,LST-1703,BYR-2973,AGT-0118,1921875.07,2022-02-01,2022-03-15,110733.75,Pending,Cash,True
TXN-01217,LST-3876,BYR-3567,AGT-0183,175029.76,2024-06-07,2024-07-09,4477.89,Completed,Conventional,True
TXN-01218,LST-3576,BYR-1264,AGT-0082,1290647.26,2020-08-18,2020-09-18,72431.38,Cancelled,Conventional,False
TXN-01219,LST-4212,BYR-3873,AGT-0159,1981240.93,2021-10-20,2021-11-05,67144.51,Completed,Cash,True
TXN-01220,LST-4706,BYR-1792,AGT-0008,1493873.32,2020-09-04,2020-10-18,74626.64,Pending,Conventional,True
TXN-01221,LST-1983,BYR-1276,AGT-0273,1986009.63,2022-07-15,2022-07-31,116104.99,Cancelled,Cash,True
TXN-01222,LST-3939,BYR-2596,AGT-0072,134003.42,2024-05-04,2024-06-03,3774.56,Cancelled,Cash,True
TXN-01223,LST-4335,BYR-2168,AGT-0149,2015905.39,2020-09-05,2020-10-13,88330.56,Cancelled,VA,True
TXN-01224,LST-0425,BYR-2081,AGT-0116,1753914.4,2021-01-21,2021-03-07,81337.34,Completed,Cash,True
TXN-01225,LST-4795,BYR-2788,AGT-0273,2246928.56,2023-12-02,2024-01-09,114610.46,Completed,VA,True
TXN-01226,LST-1120,BYR-3700,AGT-0132,749019.79,2023-06-24,2023-07-10,23541.01,Completed,Conventional,True
TXN-01227,LST-4303,BYR-0178,AGT-0254,1965279.59,2023-11-05,2023-12-20,102806.6,Cancelled,Cash,True
TXN-01228,LST-1567,BYR-1457,AGT-0060,2193221.42,2024-02-23,2024-03-19,56838.24,Pending,FHA,False
TXN-01229,LST-1045,BYR-0187,AGT-0113,604753.82,2024-03-07,2024-04-12,25830.86,Completed,Conventional,True
TXN-01230,LST-1703,BYR-2182,AGT-0109,1838842.63,2022-06-04,2022-06-30,59562.14,Pending,VA,False
TXN-01231,LST-4319,BYR-3085,AGT-0056,1684844.05,2024-03-08,2024-04-16,84407.92,,Cash,True
TXN-01232,LST-4699,BYR-3620,AGT-0055,2039351.93,2023-03-10,2023-04-09,71270.79,Pending,Conventional,True
TXN-01233,LST-0735,BYR-2398,AGT-0168,1178658.28,2023-09-13,2023-10-15,68117.25,Completed,Cash,True
TXN-01234,LST-2476,BYR-0969,AGT-0248,2507489.33,2023-10-27,2023-11-24,116221.12,Pending,Conventional,False
TXN-01235,LST-5722,BYR-2530,AGT-0200,2131149.35,2023-09-20,2023-11-01,80855.67,Completed,Conventional,True
TXN-01236,LST-4065,BYR-2603,AGT-0160,552979.58,2024-04-22,2024-05-10,17559.28,Cancelled,Conventional,False
TXN-01237,LST-2548,BYR-1176,AGT-0259,972292.05,2021-11-05,2021-12-03,51711.49,Pending,Conventional,True
TXN-01238,LST-2983,BYR-0253,AGT-0064,1910769.23,2020-09-17,2020-10-07,83532.52,Cancelled,Cash,False
TXN-01239,LST-5666,BYR-1199,AGT-0073,2013826.02,2023-07-02,2023-07-30,101487.08,Cancelled,Conventional,True
TXN-01240,LST-1706,BYR-1001,AGT-0263,2057046.62,2024-08-09,2024-09-07,114921.65,Pending,FHA,True
TXN-01241,LST-5870,BYR-0176,AGT-0178,446897.25,2021-04-16,2021-05-10,22270.7,,FHA,False
TXN-01242,LST-0812,BYR-0083,AGT-0106,1332429.05,2023-07-23,2023-08-13,39302.83,Completed,Conventional,False
TXN-01243,LST-4579,BYR-1500,AGT-0226,1006863.82,2020-07-02,2020-08-07,27557.87,Cancelled,Jumbo,False
TXN-01244,LST-3273,BYR-3204,AGT-0016,348563.36,2021-01-15,2021-02-09,15689.43,Pending,VA,True
TXN-01245,LST-3288,BYR-0179,AGT-0142,422046.8,2021-01-30,2021-02-25,21637.8,Cancelled,FHA,True
TXN-01246,LST-4137,BYR-3661,AGT-0007,1577455.58,2020-12-29,2021-02-10,79041.01,Completed,Conventional,False
TXN-01247,LST-3833,BYR-2931,AGT-0254,1291984.74,2020-10-28,2020-12-05,41276.1,Cancelled,Cash,True
TXN-01248,LST-5015,BYR-2480,AGT-0062,735870.89,2021-09-13,2021-10-12,41937.54,Completed,Conventional,True
TXN-01249,LST-0038,BYR-3487,AGT-0021,474026.37,2022-03-18,2022-04-16,12360.44,Pending,Conventional,True
TXN-01250,LST-0998,BYR-1670,AGT-0006,1309055.44,2023-06-02,2023-07-15,45676.93,Completed,Conventional,True
TXN-01251,LST-5481,BYR-3550,AGT-0013,310301.77,2024-11-24,2024-12-15,9639.54,Cancelled,Conventional,True
TXN-01252,LST-0036,BYR-2586,AGT-0030,1910648.72,2021-10-07,2021-11-12,101103.49,Completed,Conventional,True
TXN-01253,LST-5654,BYR-2916,AGT-0155,1221413.17,2021-06-14,2021-07-15,52364.7,Cancelled,Cash,True
TXN-01254,LST-0375,BYR-3403,AGT-0110,271140.32,2021-09-02,2021-09-26,14300.14,Completed,Cash,True
TXN-01255,LST-4399,BYR-3530,AGT-0283,1691100.26,2023-01-06,2023-01-28,95506.3,Completed,Cash,False
TXN-01256,LST-2151,BYR-2857,AGT-0107,2065811.02,2021-10-30,2021-12-07,62134.81,,Cash,True
TXN-01257,LST-XXXX,BYR-1777,AGT-0014,312694.62,2020-05-23,2020-07-01,13388.05,Cancelled,Cash,True
TXN-01258,LST-2337,BYR-3756,AGT-0080,1027579.29,2020-11-17,2020-12-06,54405.45,Cancelled,Conventional,True
TXN-01259,LST-4793,BYR-3256,AGT-0089,1109701.75,2022-05-16,2022-06-10,28165.55,Cancelled,Conventional,True
TXN-01260,LST-0323,BYR-2551,AGT-0132,568587.76,2021-11-01,2021-11-16,14812.93,Completed,FHA,True
TXN-01261,LST-0735,BYR-1412,AGT-0220,1150105.19,2023-08-06,2023-09-12,37483.77,Cancelled,FHA,False
TXN-01262,LST-3302,BYR-0576,AGT-0262,2101228.47,2021-05-06,2021-06-10,85783.48,Pending,Conventional,True
TXN-01263,LST-XXXX,BYR-2107,AGT-0255,592136.24,2021-12-16,2022-01-07,30149.31,Completed,Conventional,True
TXN-01264,LST-3748,BYR-0681,AGT-0134,201985.86,2021-10-14,2021-11-13,5425.91,Pending,Conventional,True
TXN-01265,LST-0582,BYR-1813,AGT-0079,1576668.94,2020-12-15,2021-01-04,58272.79,Completed,VA,True
TXN-01266,LST-0923,BYR-2105,AGT-0017,294350.18,2024-01-11,2024-01-31,8176.46,Cancelled,FHA,True
TXN-01267,LST-2303,BYR-3262,AGT-0055,1902179.69,2024-03-10,2024-03-29,87102.84,Pending,Cash,True
TXN-01268,LST-3174,BYR-0119,AGT-0216,1154939.24,2020-05-28,2020-06-30,36132.51,Completed,Conventional,False
TXN-01269,LST-1093,BYR-1699,AGT-0096,364648.37,2023-11-14,2023-12-15,21677.94,Pending,Cash,True
TXN-01270,LST-2683,BYR-2519,AGT-0288,2426384.02,2022-12-07,2022-12-28,144509.99,Completed,Conventional,True
TXN-01271,LST-1251,BYR-1747,AGT-0121,704896.32,2020-08-06,2020-09-02,20592.02,Cancelled,Conventional,True
TXN-01272,LST-5760,BYR-1713,AGT-0028,2484231.47,2024-04-24,2024-05-23,144360.52,Cancelled,FHA,False
TXN-01273,LST-2940,BYR-1891,AGT-0031,1745915.48,2024-06-18,2024-07-24,69492.33,Pending,Jumbo,True
TXN-01274,LST-0404,BYR-0968,AGT-0205,2512483.78,2022-12-01,2022-12-25,87489.4,Completed,VA,False
TXN-01275,LST-4187,BYR-0239,AGT-0179,1675597.93,2024-09-25,2024-10-17,59040.77,Completed,Cash,True
TXN-01276,LST-5295,BYR-1411,AGT-0242,1389150.93,2020-06-19,2020-07-13,82746.73,Completed,FHA,True
TXN-01277,LST-XXXX,BYR-2050,AGT-0196,2327408.12,2022-09-15,2022-10-09,121054.1,Pending,Conventional,True
TXN-01278,LST-0725,BYR-1575,AGT-0290,1969360.23,2023-01-07,2023-02-14,114167.0,Cancelled,FHA,True
TXN-01279,LST-0164,BYR-1475,AGT-0127,209428.8,2021-02-11,2021-03-12,12136.85,Pending,VA,True
TXN-01280,LST-3385,BYR-3718,AGT-0207,1701220.48,2023-03-26,2023-05-04,76401.97,Completed,Cash,False
TXN-01281,LST-3280,BYR-1034,AGT-0205,591705.28,2021-10-16,2021-11-18,23468.0,Pending,Conventional,False
TXN-01282,LST-3444,BYR-3319,AGT-0212,2892679.73,2021-09-07,2021-10-07,139079.35,Completed,Conventional,True
TXN-01283,LST-2556,BYR-0602,AGT-0012,1628569.58,2021-06-08,2021-07-01,42292.8,Cancelled,FHA,True
TXN-01284,LST-4989,BYR-3464,AGT-0121,1166717.64,2021-04-28,2021-05-25,51815.08,Pending,Conventional,True
TXN-01285,LST-1397,BYR-0208,AGT-0247,495624.0,2022-02-06,2022-03-05,19197.74,Pending,Cash,True
TXN-01286,LST-XXXX,BYR-3374,AGT-0243,147108.52,2021-08-20,2021-09-25,8701.34,Pending,Jumbo,True
TXN-01287,LST-5587,BYR-2529,AGT-0199,877586.37,2022-06-02,2022-07-15,50243.52,Pending,FHA,True
TXN-01288,LST-2020,BYR-0784,AGT-0223,1369477.64,2024-05-27,2024-06-29,55077.04,Cancelled,Conventional,True
TXN-01289,LST-5004,BYR-1013,AGT-0198,868117.96,2021-04-17,2021-05-10,38606.12,Completed,Conventional,False
TXN-01290,LST-4570,BYR-2613,AGT-0252,1155913.68,2020-04-12,2020-05-20,67655.25,Cancelled,Conventional,True
TXN-01291,LST-3664,BYR-1738,AGT-0007,1036395.04,2020-10-23,2020-11-18,54241.0,Pending,FHA,False
TXN-01292,LST-2163,BYR-0442,AGT-0152,140384.51,2024-10-13,2024-11-06,4682.63,Cancelled,Jumbo,True
TXN-01293,LST-5878,BYR-1119,AGT-0070,314144.96,2022-05-16,2022-06-13,10068.48,Cancelled,FHA,True
TXN-01294,LST-2630,BYR-2640,AGT-0189,2256610.88,2023-04-24,2023-05-21,117188.32,Cancelled,Conventional,True
TXN-01295,LST-1671,BYR-3513,AGT-0096,1644265.11,2022-01-30,2022-02-16,47033.63,Pending,Cash,True
TXN-01296,LST-0925,BYR-2409,AGT-0110,1949979.17,2021-06-17,2021-07-09,85952.42,Cancelled,Cash,False
TXN-01297,LST-3013,BYR-3860,AGT-0103,264362.96,2021-10-02,2021-11-03,12146.94,Completed,FHA,True
TXN-01298,LST-3180,BYR-3532,AGT-0160,184559.62,2022-03-24,2022-04-25,8459.39,Pending,Conventional,False
TXN-01299,LST-0396,BYR-3472,AGT-0021,1614860.39,2020-03-15,2020-04-14,68041.33,Completed,FHA,False
TXN-01300,LST-0258,BYR-2585,AGT-0228,1185274.7,2021-11-06,2021-12-16,49320.83,Pending,VA,False
TXN-01301,LST-4640,BYR-2892,AGT-0269,994773.12,2022-08-30,2022-09-28,27740.3,,FHA,True
TXN-01302,LST-0481,BYR-3133,AGT-0123,273477.93,2024-05-19,2024-06-06,6981.95,Pending,Conventional,True
TXN-01303,LST-4910,BYR-0879,AGT-0024,511668.93,2022-11-08,2022-11-26,13928.89,Completed,USDA,True
TXN-01304,LST-5070,BYR-3423,AGT-0156,2739315.2,2024-03-31,2024-04-30,145913.68,,Conventional,True
TXN-01305,LST-4131,BYR-2815,AGT-0295,617541.64,2022-07-23,2022-08-15,32019.18,Completed,Jumbo,True
TXN-01306,LST-5954,BYR-0749,AGT-0291,1511411.95,2022-11-25,2022-12-14,44728.11,Cancelled,Conventional,True
TXN-01307,LST-1821,BYR-3844,AGT-0202,749468.67,2021-08-21,2021-10-01,27901.84,Completed,VA,True
TXN-01308,LST-2822,BYR-1128,AGT-0169,1313774.0,2024-06-25,2024-07-10,33744.58,Completed,Cash,True
TXN-01309,LST-2565,BYR-2336,AGT-0125,2488359.12,2020-08-06,2020-08-23,93535.89,Pending,FHA,False
TXN-01310,LST-2304,BYR-0937,AGT-0034,2653913.3,2021-08-26,2021-09-27,119956.08,Completed,Cash,False
TXN-01311,LST-1889,BYR-2587,AGT-0028,849788.08,2021-09-30,2021-11-05,27072.8,Pending,USDA,True
TXN-01312,LST-2042,BYR-0947,AGT-0141,2673570.29,2022-06-27,2022-07-23,103802.1,Cancelled,Conventional,True
TXN-01313,LST-4757,BYR-0171,AGT-0189,266418.63,2024-04-06,2024-04-25,10861.15,Cancelled,VA,True
TXN-01314,LST-1350,BYR-0156,AGT-0004,1701312.66,2024-06-12,2024-07-14,101924.1,Completed,Conventional,False
TXN-01315,LST-2606,BYR-2629,AGT-0084,2383105.25,2024-08-01,2024-08-22,129783.57,Cancelled,FHA,True
TXN-01316,LST-3268,BYR-3332,AGT-0123,309156.3,2022-07-01,2022-08-14,13339.24,Pending,Conventional,False
TXN-01317,LST-2722,BYR-1255,AGT-0033,373821.87,2022-10-17,2022-11-16,18491.72,Cancelled,FHA,True
TXN-01318,LST-5776,BYR-3578,AGT-0117,1489925.49,2024-05-04,2024-05-28,49227.4,Completed,Conventional,True
TXN-01319,LST-4729,BYR-0926,AGT-0112,175165.38,2021-12-01,2022-01-06,9507.67,Cancelled,Conventional,True
TXN-01320,LST-2032,BYR-1707,AGT-0188,543979.17,2020-12-16,2021-01-26,16789.45,Pending,Jumbo,False
TXN-01321,LST-4757,BYR-0026,AGT-0183,251291.08,2024-04-03,2024-04-27,13938.93,Completed,Conventional,True
TXN-01322,LST-4477,BYR-3406,AGT-0055,186840.58,2022-11-12,2022-12-06,8985.38,Pending,Conventional,True
TXN-01323,LST-4721,BYR-3348,AGT-0055,1897138.35,2021-07-31,2021-08-31,99240.08,Completed,Conventional,True
TXN-01324,LST-3362,BYR-3881,AGT-0067,677590.74,2023-01-06,2023-02-17,37420.72,Cancelled,FHA,False
TXN-01325,LST-2191,BYR-3947,AGT-0122,1345244.03,2024-07-12,2024-08-23,34597.32,,FHA,True
TXN-01326,LST-1468,BYR-3150,AGT-0143,1719648.02,2024-02-19,2024-03-13,88664.43,Pending,Conventional,True
TXN-01327,LST-3253,BYR-3691,AGT-0272,217906.66,2021-12-11,2022-01-08,7848.42,Completed,Conventional,True
TXN-01328,LST-5716,BYR-2104,AGT-0068,1630310.43,2023-02-05,2023-02-23,85660.93,Pending,Conventional,True
TXN-01329,LST-0292,BYR-1592,AGT-0195,414141.05,2024-02-27,2024-03-26,20156.63,Cancelled,Conventional,True
TXN-01330,LST-2989,BYR-2829,AGT-0221,436433.82,2022-07-12,2022-08-01,23269.69,Cancelled,Conventional,True
TXN-01331,LST-2986,BYR-3704,AGT-0089,1834665.82,2024-05-28,2024-06-16,102330.87,Completed,Conventional,True
TXN-01332,LST-5580,BYR-1564,AGT-0245,1206410.84,2021-10-15,2021-11-28,47811.03,Completed,Conventional,True
TXN-01333,LST-2167,BYR-3854,AGT-0072,815305.43,2023-12-24,2024-02-04,36404.01,Cancelled,Conventional,True
TXN-01334,LST-0885,BYR-2219,AGT-0119,364353.74,2021-10-31,2021-11-24,17726.85,,Cash,True
TXN-01335,LST-2942,BYR-3914,AGT-0254,1872020.8,2021-01-13,2021-02-21,76819.7,Pending,Cash,True
TXN-01336,LST-1765,BYR-1539,AGT-0294,2034394.84,2024-11-04,2024-12-02,111936.15,Completed,Cash,True
TXN-01337,LST-1058,BYR-2273,AGT-0114,659459.58,2024-08-15,2024-09-12,17693.62,Pending,Cash,True
TXN-01338,LST-0303,BYR-2540,AGT-0142,1405439.38,2020-07-09,2020-07-29,74543.92,Completed,Cash,True
TXN-01339,LST-3479,BYR-0729,AGT-0107,538588.22,2022-10-03,2022-10-22,19163.55,Pending,FHA,True
TXN-01340,LST-0590,BYR-0519,AGT-0166,708497.02,2022-10-12,2022-11-26,32078.25,Completed,VA,False
TXN-01341,LST-2292,BYR-3052,AGT-0205,2853303.5,2022-09-02,2022-10-14,116426.28,Cancelled,USDA,False
TXN-01342,LST-0298,BYR-1861,AGT-0060,1188475.32,2022-12-14,2023-01-05,31314.38,Completed,Conventional,True
TXN-01343,LST-5780,BYR-0141,AGT-0290,1764801.31,2022-10-26,2022-11-27,62416.45,Cancelled,FHA,True
TXN-01344,LST-5233,BYR-0855,AGT-0081,1853912.19,2021-04-18,2021-05-19,47036.85,Pending,Conventional,False
TXN-01345,LST-2657,BYR-1882,AGT-0081,624796.38,2024-04-24,2024-05-30,28543.82,Pending,Cash,False
TXN-01346,LST-0460,BYR-1437,AGT-0068,1907647.87,2024-07-04,2024-07-29,74763.84,Pending,Conventional,True
TXN-01347,LST-2806,BYR-2773,AGT-0247,1741594.19,2022-01-17,2022-02-26,72751.92,Cancelled,Cash,True
TXN-01348,LST-4085,BYR-1684,AGT-0039,1052396.19,2022-10-17,2022-11-16,52885.71,Completed,FHA,True
TXN-01349,LST-1051,BYR-2221,AGT-0035,2555088.94,2021-12-24,2022-02-07,85187.16,Pending,FHA,False
TXN-01350,LST-1911,BYR-1723,AGT-0207,782127.86,2022-08-18,2022-09-21,34597.66,Pending,Jumbo,True
TXN-01351,LST-0395,BYR-0043,AGT-0159,1716444.67,2024-06-05,2024-07-08,46319.73,Completed,VA,True
TXN-01352,LST-0187,BYR-1989,AGT-0214,434837.69,2023-09-06,2023-10-13,21977.06,Completed,Cash,True
TXN-01353,LST-5854,BYR-2326,AGT-0181,322331.19,2023-10-01,2023-10-20,16483.78,Completed,FHA,True
TXN-01354,LST-5723,BYR-3292,AGT-0175,1874692.74,2022-06-24,2022-07-22,50447.65,Cancelled,Cash,True
TXN-01355,LST-2117,BYR-0996,AGT-0079,2674733.64,2023-07-25,2023-09-02,89435.04,Cancelled,Cash,True
TXN-01356,LST-2815,BYR-1886,AGT-0217,766719.7,2021-01-02,2021-01-21,23793.58,Cancelled,Cash,False
TXN-01357,LST-1921,BYR-2135,AGT-0024,137408.87,2021-02-27,2021-03-29,3869.17,Completed,Conventional,True
TXN-01358,LST-3441,BYR-0813,AGT-0073,228477.77,2024-07-04,2024-08-06,10404.59,Cancelled,Cash,True
TXN-01359,LST-4579,BYR-2555,AGT-0097,1123981.82,2020-01-18,2020-02-29,46493.99,Pending,Cash,False
TXN-01360,LST-2755,BYR-0437,AGT-0100,238368.89,2024-03-14,2024-04-25,10863.74,Cancelled,Conventional,True
TXN-01361,LST-5156,BYR-2903,AGT-0242,626797.51,2024-04-05,2024-05-13,33048.6,,Cash,True
TXN-01362,LST-4393,BYR-3517,AGT-0132,2203612.84,2023-01-09,2023-02-23,60702.61,Cancelled,Conventional,True
TXN-01363,LST-3006,BYR-0911,AGT-0198,2760938.36,2022-11-23,2022-12-08,151528.49,Completed,Conventional,True
TXN-01364,LST-0635,BYR-0940,AGT-0034,382885.11,2021-05-21,2021-06-26,18477.53,Pending,Cash,True
TXN-01365,LST-1991,BYR-1469,AGT-0232,1833291.39,2023-04-10,2023-05-12,77728.73,Completed,Jumbo,True
TXN-01366,LST-4323,BYR-3938,AGT-0061,1423924.93,2024-04-07,2024-04-29,64101.44,Pending,Cash,True
TXN-01367,LST-XXXX,BYR-1526,AGT-0294,730454.42,2023-09-03,2023-10-05,36886.47,Pending,Cash,False
TXN-01368,LST-0128,BYR-2002,AGT-0155,2812188.83,2021-10-10,2021-10-29,73290.45,Completed,Cash,True
TXN-01369,LST-3698,BYR-0440,AGT-0129,1553284.72,2022-02-17,2022-03-20,63689.2,Pending,FHA,True
TXN-01370,LST-1874,BYR-3890,AGT-0194,1134763.92,2021-03-04,2021-04-02,38872.98,Pending,Conventional,False
TXN-01371,LST-1754,BYR-0922,AGT-0019,1741354.29,2022-07-28,2022-09-05,97520.47,Cancelled,Cash,False
TXN-01372,LST-3148,BYR-3414,AGT-0057,1290347.49,2022-08-17,2022-09-28,65536.39,Completed,Jumbo,True
TXN-01373,LST-1705,BYR-1163,AGT-0243,1867128.23,2020-11-05,2020-11-30,56431.72,Completed,VA,True
TXN-01374,LST-1918,BYR-1280,AGT-0254,914633.13,2023-08-31,2023-10-14,50491.5,Cancelled,Conventional,True
TXN-01375,LST-0614,BYR-2577,AGT-0112,2211429.91,2021-08-06,2021-09-15,95541.94,Completed,Conventional,True
TXN-01376,LST-3983,BYR-0315,AGT-0122,1667310.87,2022-09-01,2022-10-08,51213.57,Completed,Cash,True
TXN-01377,LST-5172,BYR-1680,AGT-0229,127921.72,2023-04-06,2023-04-28,4767.67,Pending,Conventional,False
TXN-01378,LST-2033,BYR-0927,AGT-0201,1391879.51,2023-06-27,2023-07-28,44056.44,Pending,Conventional,True
TXN-01379,LST-1111,BYR-0895,AGT-0008,1194111.79,2022-04-03,2022-05-08,38645.37,Completed,Conventional,True
TXN-01380,LST-0685,BYR-0730,AGT-0066,1235322.76,2023-12-12,2023-12-31,68995.54,Cancelled,VA,False
TXN-01381,LST-0931,BYR-3272,AGT-0092,1699980.58,2021-06-18,2021-08-02,62309.45,Completed,Conventional,True
TXN-01382,LST-1619,BYR-2131,AGT-0081,953320.22,2023-08-04,2023-09-17,34545.74,Completed,FHA,True
TXN-01383,LST-1577,BYR-1637,AGT-0107,1863575.88,2021-04-10,2021-05-15,88910.58,Completed,Cash,True
TXN-01384,LST-0069,BYR-1917,AGT-0083,494278.22,2020-02-18,2020-03-12,15810.15,Cancelled,VA,True
TXN-01385,LST-0086,BYR-0748,AGT-0088,903685.7,2024-06-01,2024-07-13,47974.86,Cancelled,VA,True
TXN-01386,LST-5582,BYR-3043,AGT-0053,217261.74,2023-09-08,2023-10-15,7024.98,Cancelled,Jumbo,True
TXN-01387,LST-2303,BYR-2938,AGT-0172,1890264.04,2023-12-28,2024-01-14,78012.08,Pending,USDA,True
TXN-01388,LST-2623,BYR-3349,AGT-0116,247637.64,2022-12-15,2023-01-03,11846.78,Completed,Jumbo,False
TXN-01389,LST-3921,BYR-2781,AGT-0258,517639.31,2021-10-27,2021-11-16,30212.78,Cancelled,Conventional,True
TXN-01390,LST-1239,BYR-0866,AGT-0260,721472.04,2021-08-19,2021-09-04,41450.83,Cancelled,Conventional,False
TXN-01391,LST-2583,BYR-2903,AGT-0112,792278.51,2022-01-27,2022-02-12,43930.8,Cancelled,FHA,True
TXN-01392,LST-5713,BYR-1893,AGT-0271,2909240.19,2021-05-09,2021-05-31,103085.74,Cancelled,Jumbo,True
TXN-01393,LST-5209,BYR-3711,AGT-0259,416673.86,2021-02-12,2021-03-04,23589.38,Pending,Jumbo,True
TXN-01394,LST-3100,BYR-0311,AGT-0222,1212594.59,2024-04-17,2024-05-11,61584.17,Completed,Conventional,True
TXN-01395,LST-XXXX,BYR-1138,AGT-0245,1919126.11,2023-01-27,2023-03-11,71457.71,Completed,Jumbo,True
TXN-01396,LST-2021,BYR-2690,AGT-0107,1336269.42,2022-05-10,2022-06-08,63814.74,Pending,Cash,True
TXN-01397,LST-4881,BYR-0077,AGT-0040,1795939.27,2021-10-23,2021-11-12,73464.73,Pending,Conventional,True
TXN-01398,LST-3710,BYR-2210,AGT-0174,574342.79,2023-02-01,2023-03-10,21583.01,Completed,Conventional,True
TXN-01399,LST-4927,BYR-3802,AGT-0088,2566321.65,2024-05-20,2024-07-01,109061.54,Cancelled,Conventional,True
TXN-01400,LST-0896,BYR-2586,AGT-0023,137764.98,2022-12-22,2023-01-13,3896.47,Completed,FHA,True
TXN-01401,LST-5411,BYR-3359,AGT-0295,1140221.28,2020-07-03,2020-07-20,41631.65,Cancelled,Cash,False
TXN-01402,LST-2164,BYR-2662,AGT-0046,1733363.44,2020-04-28,2020-05-28,66184.51,Cancelled,Conventional,False
TXN-01403,LST-0434,BYR-2379,AGT-0027,66411.86,2022-01-14,2022-02-26,2871.99,Completed,FHA,True
TXN-01404,LST-4865,BYR-1027,AGT-0140,2345227.76,2020-11-28,2020-12-29,110183.62,Pending,VA,False
TXN-01405,LST-0742,BYR-2059,AGT-0151,364916.21,2020-09-01,2020-10-12,18353.25,Completed,Conventional,False
TXN-01406,LST-5695,BYR-3594,AGT-0123,2044808.56,2020-04-05,2020-05-03,58880.37,Pending,Conventional,True
TXN-01407,LST-0661,BYR-0895,AGT-0202,1994238.74,2021-05-14,2021-06-19,115737.87,,FHA,False
TXN-01408,LST-4163,BYR-0396,AGT-0030,281014.41,2022-01-05,2022-02-01,15450.78,Pending,Conventional,False
TXN-01409,LST-0621,BYR-3522,AGT-0042,1820477.24,2020-04-09,2020-05-19,83649.67,Cancelled,Conventional,True
TXN-01410,LST-0647,BYR-1012,AGT-0175,2702487.46,2022-08-29,2022-09-17,146181.66,,Conventional,False
TXN-01411,LST-1831,BYR-0043,AGT-0137,2234686.36,2023-01-19,2023-02-08,80938.74,Pending,Jumbo,True
TXN-01412,LST-0275,BYR-0786,AGT-0239,159635.7,2023-03-08,2023-03-23,7412.93,Pending,FHA,False
TXN-01413,LST-4247,BYR-1695,AGT-0109,705092.01,2021-01-19,2021-03-04,41732.85,Pending,Conventional,True
TXN-01414,LST-1165,BYR-1427,AGT-0150,1378724.68,2024-06-14,2024-07-12,58159.05,Pending,Conventional,True
TXN-01415,LST-4971,BYR-1845,AGT-0112,1147837.87,2023-12-06,2024-01-07,67269.92,Cancelled,Conventional,True
TXN-01416,LST-3427,BYR-1825,AGT-0211,678467.49,2020-06-13,2020-07-22,18357.9,Pending,Cash,False
TXN-01417,LST-1439,BYR-0134,AGT-0225,290861.65,2024-01-20,2024-02-16,8733.25,Cancelled,Conventional,True
TXN-01418,LST-4589,BYR-3253,AGT-0259,1184525.25,2022-02-03,2022-02-27,48298.09,Pending,FHA,True
TXN-01419,LST-0407,BYR-0091,AGT-0154,1176569.86,2020-09-10,2020-10-08,38652.18,Pending,Cash,True
TXN-01420,LST-4284,BYR-0452,AGT-0215,1811972.06,2024-04-30,2024-06-03,65810.93,Cancelled,Cash,True
TXN-01421,LST-0203,BYR-1315,AGT-0218,2375602.22,2020-06-08,2020-06-27,115145.03,Cancelled,Cash,True
TXN-01422,LST-4178,BYR-1448,AGT-0102,378857.09,2023-03-28,2023-04-16,11841.63,Completed,Conventional,True
TXN-01423,LST-3324,BYR-2748,AGT-0205,1655034.21,2021-12-12,2022-01-07,87533.09,Completed,FHA,True
TXN-01424,LST-4910,BYR-0547,AGT-0055,504210.97,2022-11-18,2022-12-05,24042.67,Cancelled,Conventional,True
TXN-01425,LST-5735,BYR-2526,AGT-0293,562658.43,2020-04-21,2020-05-11,15272.27,Cancelled,Conventional,True
TXN-01426,LST-XXXX,BYR-3784,AGT-0261,2073092.66,2022-11-08,2022-12-18,66451.47,Pending,Cash,True
TXN-01427,LST-5488,BYR-2271,AGT-0239,1339607.32,2023-12-25,2024-01-23,79960.4,Pending,Cash,True
TXN-01428,LST-1971,BYR-1525,AGT-0107,2064925.92,2020-09-12,2020-10-10,123692.59,Pending,Jumbo,True
TXN-01429,LST-0440,BYR-1840,AGT-0299,2173636.6,2023-11-15,2023-12-06,109282.35,Completed,Conventional,True
