property_id,location_id,property_type,year_built,square_footage,bedrooms,bathrooms,lot_size_sqft,garage_spaces,has_pool,has_basement,stories
PRP-1055,LOC-4504,Single-Family,2019,6510,1,2.0,17422.0,3,False,True,2
PRP-1056,LOC-4044,Single Family Home,1925,6440,7,3.0,39297.0,3,False,False,3
PRP-1057,LOC-3316,Townhouse,2004,6364,6,1.5,38909.0,2,False,True,2
PRP-1058,LOC-0600,single family,1929,5160,3,1.0,13282.0,0,False,False,1
PRP-1059,LOC-0452,Condo,1965,728,5,2.0,,1,False,True,1
PRP-1060,LOC-0404,condo,1987,5117,6,3.5,,4,False,True,2
PRP-1061,LOC-0755,Single-Family,1956,7357,4,1.5,3016.0,3,False,True,2
PRP-1062,LOC-0817,Town House,2018,7747,5,5.5,49251.0,0,False,True,3
PRP-1063,LOC-4219,Single Family Home,1987,3830,3,1.0,28403.0,4,True,False,3
PRP-1064,LOC-3480,Single-Family,1922,1897,4,2.5,9937.0,1,True,True,1
PRP-1065,LOC-3794,CONDO,2020,527,4,2.5,,0,True,True,2
PRP-1066,LOC-2572,MULTI-FAMILY,1975,5384,7,3.0,43661.0,2,False,False,2
PRP-1067,LOC-4138,CONDO,1959,3772,5,1.5,,0,True,True,1
PRP-1068,LOC-1568,Townhouse,1977,2134,7,4.5,19242.0,4,True,False,3
PRP-1069,LOC-1479,Single Family Home,1938,2368,5,2.0,14483.0,2,False,True,1
PRP-1070,LOC-1928,condo,1954,5660,6,2.0,428.0,2,True,True,2
PRP-1071,LOC-4416,Single Family Home,1973,4445,4,3.5,32265.0,3,True,True,3
PRP-1072,LOC-1005,Condo,1987,555,3,5.5,,3,False,False,2
PRP-1073,LOC-4735,condo,1930,5504,2,2.5,1040.0,2,True,True,2
PRP-1074,LOC-2848,Lot,2001,7927,2,1.5,172788.0,2,False,True,3
PRP-1075,LOC-2692,Single Family Home,1932,3435,4,3.5,32207.0,1,True,True,3
PRP-1076,LOC-4404,townhouse,1955,1977,4,1.0,45600.0,2,True,False,3
PRP-1077,LOC-4438,Multi Family,1931,535,1,2.5,43354.0,1,False,False,3
PRP-1078,LOC-2529,LAND,1942,7384,1,5.0,498351.0,4,False,True,2
PRP-1079,LOC-3677,Town House,1951,4115,1,1.5,32797.0,1,False,True,1
PRP-1080,LOC-2413,SFR,2021,1977,4,1.0,24675.0,4,False,True,1
PRP-1081,LOC-3180,condo,1941,1047,6,1.0,,3,False,False,2
PRP-1082,LOC-3558,TH,2008,5360,6,5.5,2017.0,0,True,True,3
PRP-1083,LOC-3301,Single Family Home,1932,487,5,3.5,27180.0,0,False,True,3
PRP-1084,LOC-3529,Condo,1958,6184,1,4.5,,1,True,True,1
PRP-1085,LOC-2146,CONDO,1994,2228,2,4.0,,1,False,False,3
PRP-1086,LOC-3234,sfr,1989,3711,1,4.5,22956.0,3,False,False,2
PRP-1087,LOC-3409,condominium,2023,3529,3,2.0,,4,False,True,2
PRP-1088,LOC-1624,TH,2022,6738,2,1.0,2710.0,2,False,True,3
PRP-1089,LOC-2013,TH,1952,6765,4,3.5,28588.0,2,False,True,3
PRP-1090,LOC-2378,Multi-Family,1991,4552,5,3.5,17237.0,4,False,True,3
PRP-1091,LOC-3625,townhouse,1984,4009,6,2.0,31672.0,1,True,True,2
PRP-1092,LOC-3164,condo,2004,1527,5,1.5,182.0,3,True,False,2
PRP-1093,LOC-0437,Condo,1982,455,2,3.0,,1,False,True,2
PRP-1094,LOC-0544,Single Family Home,1984,6600,3,1.5,33046.0,2,False,True,1
PRP-1095,LOC-1957,Townhouse,1927,6557,1,1.5,16920.0,1,True,False,3
PRP-1096,LOC-2026,CONDO,2020,7901,1,1.5,,4,False,True,2
PRP-1097,LOC-3819,condominium,2018,7481,6,1.5,,3,False,False,2
PRP-1098,LOC-3092,Single Family Home,1929,6221,4,3.0,23122.0,4,True,False,3
PRP-1099,LOC-1607,Condo,1946,3458,6,5.0,,3,True,False,2
PRP-1100,LOC-3780,Condo,2014,5557,5,1.5,,0,False,True,3
PRP-1101,LOC-4278,Condo,1936,7491,5,2.5,,3,True,False,1
PRP-1102,LOC-0578,condominium,1937,5602,7,5.5,,3,False,False,3
PRP-1103,LOC-1293,Condo,2013,3554,6,5.5,,3,False,True,3
PRP-1104,LOC-3736,TOWNHOUSE,2021,6101,7,4.0,25271.0,2,False,False,2
PRP-1105,LOC-3801,TOWNHOUSE,1982,4023,6,3.5,41351.0,3,False,True,3
PRP-1106,LOC-3371,condominium,1987,528,1,4.5,,1,False,True,2
PRP-1107,LOC-2315,single family,2008,5036,2,3.0,32646.0,0,False,False,2
PRP-1108,LOC-2015,Condominium,2002,7084,3,4.5,,4,True,False,2
PRP-1109,LOC-3768,sfr,1946,6587,3,2.0,7331.0,1,True,True,1
PRP-1110,LOC-4592,SFR,1994,4610,7,4.5,46593.0,1,False,True,1
PRP-1111,LOC-4096,land,1970,5220,6,3.5,179938.0,4,False,True,3
PRP-1112,LOC-4769,condo,2012,4480,7,1.0,,0,False,True,2
PRP-1113,LOC-2311,sfr,1948,5825,6,1.5,24662.0,2,True,True,3
PRP-1114,LOC-4473,Town House,1956,7714,7,4.5,2200.0,4,False,False,1
PRP-1115,LOC-4995,Single Family Home,1987,6580,7,2.0,21211.0,2,False,False,1
PRP-1116,LOC-2054,Single Family Home,1933,3461,7,1.0,42434.0,3,False,False,2
PRP-1117,LOC-4585,Single-Family,2005,4540,5,4.0,12744.0,3,True,True,3
PRP-1118,LOC-3677,Single-Family,1927,3448,7,4.0,29777.0,0,False,True,3
PRP-1119,LOC-4999,Condominium,1993,1310,1,3.0,,4,False,True,2
PRP-1120,LOC-0184,TH,1939,7497,5,5.0,45799.0,1,True,True,1
PRP-1121,LOC-0287,lot,1944,5707,4,1.0,169196.0,2,False,True,3
PRP-1122,LOC-2104,single family,1931,2819,1,4.5,48316.0,2,False,False,2
PRP-1123,LOC-2788,Single-Family,1966,7007,2,2.5,15529.0,4,True,False,2
PRP-1124,LOC-1585,Townhouse,1923,3258,6,4.0,28618.0,1,False,True,1
PRP-1125,LOC-3658,CONDO,1957,4569,4,3.5,,2,False,False,1
PRP-1126,LOC-4643,Multi Family,1931,7340,6,1.0,6214.0,3,True,True,2
PRP-1127,LOC-3499,Single-Family,2023,7011,4,4.0,42195.0,3,False,True,1
PRP-1128,LOC-2257,SFR,1990,6927,3,2.0,19959.0,3,True,True,3
PRP-1129,LOC-2175,townhouse,1945,3235,1,5.5,3134.0,2,True,False,1
PRP-1130,LOC-2110,MULTI-FAMILY,2001,2109,5,2.0,41390.0,3,True,True,1
PRP-1131,LOC-4775,Single Family Home,1933,1102,1,1.0,21610.0,1,False,False,1
PRP-1132,LOC-4998,LAND,1991,6595,4,1.0,389242.0,0,False,True,3
PRP-1133,LOC-1959,Single-Family,1992,5361,1,4.0,15845.0,1,False,False,1
PRP-1134,LOC-2960,single family,1982,1498,7,5.0,30081.0,0,True,True,3
PRP-1135,LOC-1736,SINGLE-FAMILY,1920,6488,1,2.0,35479.0,0,False,True,1
PRP-1136,LOC-2198,Townhouse,1966,4597,2,5.5,13138.0,0,False,False,3
PRP-1137,LOC-0065,Single Family Home,1982,3676,1,5.5,30620.0,4,True,True,2
PRP-1138,LOC-1007,single family,1951,2342,2,3.5,39027.0,1,True,True,1
PRP-1139,LOC-4452,multi family,1978,3285,4,2.0,48651.0,1,True,False,3
PRP-1140,LOC-2079,Townhouse,1933,6719,3,1.0,39651.0,2,False,False,1
PRP-1141,LOC-4997,TOWNHOUSE,1988,4910,2,5.0,45659.0,1,True,True,2
PRP-1142,LOC-1595,SINGLE-FAMILY,1968,1719,7,1.5,28226.0,1,False,False,1
PRP-1143,LOC-3598,Single Family Home,1949,7390,6,3.0,44195.0,1,False,True,1
PRP-1144,LOC-3711,LAND,1991,1700,7,4.0,109832.0,1,False,True,1
PRP-1145,LOC-3975,Single-Family,1989,2805,3,2.0,36175.0,2,False,False,3
PRP-1146,LOC-3476,SFR,1959,4214,3,1.5,31018.0,1,True,False,1
PRP-1147,LOC-2636,Single Family Home,1943,5202,3,1.0,27343.0,2,False,True,3
PRP-1148,LOC-4405,single family,2016,2596,3,3.0,45434.0,1,True,False,1
PRP-1149,LOC-4946,condominium,1977,3423,3,1.0,,3,True,False,2
PRP-1150,LOC-3691,SINGLE-FAMILY,1923,6824,1,3.5,45830.0,3,False,True,2
PRP-1151,LOC-1534,Townhouse,1923,1248,6,4.0,13356.0,2,False,False,2
PRP-1152,LOC-3899,LAND,1941,5418,7,3.0,292280.0,2,False,False,3
PRP-1153,LOC-4251,Lot,2016,1359,3,2.0,490306.0,1,True,False,2
PRP-1154,LOC-0175,Condo,2012,7445,5,1.0,,3,False,True,3
PRP-1155,LOC-2920,condo,1942,1801,1,5.5,,0,True,False,1
PRP-1156,LOC-0672,SFR,1947,5960,3,4.5,39021.0,0,False,False,3
PRP-1157,LOC-0187,SINGLE-FAMILY,1921,492,2,3.5,7695.0,1,False,False,3
PRP-1158,LOC-4675,condo,1985,7313,3,4.5,,4,False,False,3
PRP-1159,LOC-1901,CONDO,1942,2134,2,4.0,,1,True,True,3
PRP-1160,LOC-1909,sfr,1981,4232,4,1.0,2822.0,4,True,False,1
PRP-1161,LOC-1216,Townhouse,1957,7741,4,5.0,23480.0,3,True,False,3
PRP-1162,LOC-2934,sfr,1930,809,5,3.5,9672.0,1,False,False,2
PRP-1163,LOC-3742,Land,2008,5090,5,5.5,381765.0,2,False,False,1
PRP-1164,LOC-1923,Single Family Home,1971,1300,3,5.5,6092.0,2,False,False,1
PRP-1165,LOC-1196,CONDO,1960,5427,6,1.0,,4,False,False,3
PRP-1166,LOC-1109,sfr,1992,2069,3,2.5,47786.0,3,False,False,3
PRP-1167,LOC-4645,CONDO,2008,2957,6,2.0,,2,False,False,2
PRP-1168,LOC-0365,SINGLE-FAMILY,1979,2874,4,4.5,5382.0,0,False,True,3
PRP-1169,LOC-1825,Condo,1964,2302,3,2.5,,4,False,True,3
PRP-1170,LOC-0710,multi family,1967,2054,3,1.0,24177.0,2,False,False,2
PRP-1171,LOC-1813,Single-Family,1989,5795,6,3.0,45693.0,3,True,False,1
PRP-1172,LOC-4276,SFR,2017,1594,7,1.5,9367.0,4,False,False,3
PRP-1173,LOC-3166,sfr,1961,7727,1,5.5,11695.0,4,True,True,2
PRP-1174,LOC-4496,Single Family Home,1935,5759,4,4.0,22019.0,2,False,True,1
PRP-1175,LOC-0761,Town House,1992,590,7,1.0,47871.0,4,True,True,1
PRP-1176,LOC-2243,Single Family Home,1954,2431,5,2.0,13873.0,1,False,False,2
PRP-1177,LOC-4210,TH,1997,7142,6,3.5,7262.0,4,True,False,3
PRP-1178,LOC-0924,CONDO,1964,7434,3,1.5,1224.0,2,False,False,3
PRP-1179,LOC-4936,Condo,2011,7711,6,2.5,,2,False,True,1
PRP-1180,LOC-0383,LAND,1997,5454,3,1.0,279995.0,0,True,True,2
PRP-1181,LOC-1770,Condominium,1944,5423,5,1.5,,1,True,False,2
PRP-1182,LOC-1947,condo,2010,3589,7,4.0,,0,False,False,1
PRP-1183,LOC-0169,SINGLE-FAMILY,1986,5043,1,4.0,20224.0,0,True,False,2
PRP-1184,LOC-3028,SINGLE-FAMILY,1932,1256,4,5.5,26631.0,0,True,True,1
PRP-1185,LOC-2225,CONDO,1965,2162,6,4.5,,2,False,True,3
PRP-1186,LOC-2722,SINGLE-FAMILY,1952,3384,7,4.0,27245.0,4,False,False,2
PRP-1187,LOC-4492,Land,1985,6896,2,4.0,276167.0,0,True,False,3
PRP-1188,LOC-0483,Multifamily,1930,7553,4,2.5,13523.0,4,False,True,3
PRP-1189,LOC-3804,Townhouse,2014,4418,6,5.0,9908.0,3,False,True,3
PRP-1190,LOC-0696,SFR,2002,7918,5,5.0,9469.0,4,True,True,3
PRP-1191,LOC-0242,Single Family Home,1977,1206,3,1.5,37751.0,4,True,False,1
PRP-1192,LOC-2081,Single Family Home,2004,3961,7,1.0,6004.0,1,True,False,2
PRP-1193,LOC-2868,Single-Family,1989,1904,3,3.0,21546.0,2,False,False,1
PRP-1194,LOC-0547,Condo,2004,2482,5,5.5,,2,True,True,2
PRP-1195,LOC-1393,sfr,2003,2863,3,5.5,29707.0,2,False,True,2
PRP-1196,LOC-1779,SINGLE-FAMILY,2021,7799,7,5.5,31933.0,4,True,False,2
PRP-1197,LOC-2438,Single Family Home,1943,4381,3,2.0,18827.0,0,False,True,2
PRP-1198,LOC-4567,condominium,1928,4445,1,4.0,710.0,0,False,False,2
PRP-1199,LOC-1833,TOWNHOUSE,1961,3985,5,2.5,30544.0,0,False,False,3
PRP-1200,LOC-3428,Condo,1973,5059,2,2.0,,1,False,True,2
PRP-1201,LOC-3666,Single Family Home,1942,410,1,4.5,43237.0,3,True,False,3
PRP-1202,LOC-1556,single family,1962,1441,7,4.0,8461.0,2,False,False,1
PRP-1203,LOC-1087,SINGLE-FAMILY,2002,1448,2,2.5,44343.0,0,True,True,2
PRP-1204,LOC-2531,multi family,1922,752,3,4.0,32870.0,3,True,False,1
PRP-1205,LOC-4155,Single-Family,1948,3186,4,3.0,47683.0,2,False,True,3
PRP-1206,LOC-2119,Condominium,1989,3181,2,1.5,,1,False,False,2
PRP-1207,LOC-2981,Condo,1986,3223,2,5.5,,3,True,False,2
PRP-1208,LOC-1087,SINGLE-FAMILY,1940,2114,6,1.0,15598.0,0,False,True,2
PRP-1209,LOC-2740,SINGLE-FAMILY,1963,1677,7,1.5,47926.0,3,True,True,1
PRP-1210,LOC-4475,Multi Family,1944,1222,2,1.5,37699.0,1,True,True,3
PRP-1211,LOC-2181,SINGLE-FAMILY,2009,6243,1,5.5,21930.0,2,True,False,2
PRP-1212,LOC-2817,TH,1945,6586,6,4.0,11865.0,3,False,True,1
PRP-1213,LOC-3929,condo,2008,753,2,3.0,1413.0,2,True,False,2
PRP-1214,LOC-0388,SINGLE-FAMILY,1936,6307,2,2.5,2381.0,1,True,True,1
PRP-1215,LOC-1868,Single Family Home,1947,1150,4,4.0,22389.0,1,True,True,3
PRP-1216,LOC-0563,Condominium,1960,5535,6,2.0,135.0,1,False,True,2
PRP-1217,LOC-4739,Townhouse,1947,7268,7,5.5,46670.0,0,False,False,2
PRP-1218,LOC-0766,condo,1983,788,6,1.5,,1,True,True,1
PRP-1219,LOC-0294,Single-Family,1926,652,6,3.0,27713.0,2,False,True,2
PRP-1220,LOC-2838,Condominium,1931,7760,4,5.0,,0,False,False,1
PRP-1221,LOC-4700,condo,1943,1509,4,5.0,,4,True,True,2
PRP-1222,LOC-4460,townhouse,1922,2919,3,5.0,37638.0,3,False,False,2
PRP-1223,LOC-4884,Condominium,1941,2976,3,2.5,,4,False,True,2
PRP-1224,LOC-1938,Single-Family,1953,1761,7,3.0,24446.0,3,True,True,1
PRP-1225,LOC-0988,sfr,1991,4572,3,4.5,37660.0,1,False,True,1
PRP-1226,LOC-2281,CONDO,1978,5962,3,5.5,,2,False,False,3
PRP-1227,LOC-2468,sfr,1962,3636,7,5.5,22341.0,0,True,True,1
PRP-1228,LOC-1086,Condominium,1968,1550,5,5.5,,0,False,True,1
PRP-1229,LOC-1063,SINGLE-FAMILY,1976,1098,3,2.5,37066.0,3,True,False,1
PRP-1230,LOC-2643,multi family,1953,2133,6,5.5,25042.0,2,False,False,3
PRP-1231,LOC-0086,Condo,1972,7248,2,4.5,,3,False,True,1
PRP-1232,LOC-1752,MULTI-FAMILY,1952,5000,1,2.5,42077.0,3,False,False,1
PRP-1233,LOC-4911,Single Family Home,1931,3215,2,5.5,9585.0,4,False,True,3
PRP-1234,LOC-1727,Multifamily,2012,7143,1,5.0,49266.0,2,True,False,1
PRP-1235,LOC-2976,CONDO,1924,4759,6,3.5,,3,False,True,2
PRP-1236,LOC-4115,Single-Family,1962,2571,4,2.0,32186.0,3,False,True,1
PRP-1237,LOC-2538,Condominium,1949,7985,2,4.5,362.0,4,True,False,2
PRP-1238,LOC-2200,MULTI-FAMILY,1995,7514,7,3.5,7458.0,4,False,False,1
PRP-1239,LOC-2000,Condo,1989,2825,3,4.0,,2,True,False,2
PRP-1240,LOC-0602,Single-Family,1998,1131,2,2.0,11161.0,4,False,False,3
PRP-1241,LOC-2008,Single-Family,1927,1449,1,3.5,41756.0,4,False,True,1
PRP-1242,LOC-0325,land,1941,5755,2,2.0,378424.0,2,True,False,2
PRP-1243,LOC-1650,SINGLE-FAMILY,2009,3993,1,4.0,36766.0,4,False,True,2
PRP-1244,LOC-0059,TOWNHOUSE,1996,2771,1,1.0,45662.0,3,False,True,2
PRP-1245,LOC-4897,CONDO,1964,5154,6,4.0,,4,True,True,1
PRP-1246,LOC-1326,SFR,1963,3123,2,1.0,9744.0,1,True,True,2
PRP-1247,LOC-0505,TOWNHOUSE,1974,3918,5,2.5,32474.0,3,True,False,2
PRP-1248,LOC-1438,single family,1943,5559,1,3.0,35752.0,0,True,False,2
PRP-1249,LOC-2624,Lot,1949,1879,1,3.5,201596.0,1,True,False,3
PRP-1250,LOC-0007,TH,1939,7279,3,3.5,22788.0,3,False,False,2
PRP-1251,LOC-3790,SINGLE-FAMILY,1940,7087,2,4.0,5524.0,1,False,False,3
PRP-1252,LOC-4580,condominium,2013,1627,7,5.0,,3,False,True,1
PRP-1253,LOC-2823,sfr,1956,5957,3,2.0,36749.0,2,False,True,2
PRP-1254,LOC-0784,single family,1975,6517,4,1.5,18684.0,1,False,True,2
PRP-1255,LOC-2864,Condominium,1926,7872,3,2.0,92.0,1,False,False,1
PRP-1256,LOC-3628,MULTI-FAMILY,1980,5070,5,2.5,41459.0,4,False,True,1
PRP-1257,LOC-4896,Multifamily,1923,3426,5,1.5,24811.0,2,True,True,2
PRP-1258,LOC-2518,Condominium,1983,4682,3,1.0,,0,True,True,3
PRP-1259,LOC-0636,condominium,1961,4192,4,5.5,,3,False,True,1
PRP-1260,LOC-0517,condo,1970,4136,6,5.5,,4,False,False,3
PRP-1261,LOC-1931,sfr,1949,4313,7,4.0,47195.0,0,False,False,2
PRP-1262,LOC-4723,TH,1943,1219,3,1.5,22607.0,4,True,True,2
PRP-1263,LOC-0840,MULTI-FAMILY,1975,4416,7,4.5,20229.0,2,False,False,2
PRP-1264,LOC-3434,MULTI-FAMILY,1946,6653,4,5.0,24513.0,3,True,False,2
PRP-1265,LOC-3317,Single-Family,2023,5749,6,1.5,8186.0,4,True,False,1
PRP-1266,LOC-2465,Single Family Home,1982,1363,4,5.0,34369.0,4,False,False,2
PRP-1267,LOC-0720,CONDO,1921,6397,6,2.5,,0,True,True,1
PRP-1268,LOC-4683,condominium,2005,4687,2,1.5,,0,True,True,1
PRP-1269,LOC-3714,sfr,2023,1458,1,1.5,44398.0,2,False,False,3
PRP-1270,LOC-4818,CONDO,2023,6024,4,5.5,,2,False,True,3
PRP-1271,LOC-4416,sfr,1939,954,2,3.0,23110.0,2,False,True,3
PRP-1272,LOC-4239,Lot,2002,753,5,2.0,246876.0,2,False,False,3
PRP-1273,LOC-1462,sfr,2006,2760,2,3.5,19990.0,2,False,True,1
PRP-1274,LOC-3324,Single-Family,1975,5555,3,3.0,28115.0,4,False,True,2
PRP-1275,LOC-1930,townhouse,2009,5083,4,2.0,10620.0,0,False,False,1
PRP-1276,LOC-2479,Condominium,2016,6071,2,2.5,,2,True,True,3
PRP-1277,LOC-4666,SFR,2003,7560,1,5.0,13297.0,0,False,False,2
PRP-1278,LOC-2484,TH,1955,4509,1,2.0,38511.0,0,False,False,3
PRP-1279,LOC-2261,sfr,1999,1480,6,4.0,38187.0,2,True,False,2
PRP-1280,LOC-1921,CONDO,1982,2745,4,3.5,,4,False,False,3
PRP-1281,LOC-4240,Single Family Home,1938,572,5,2.0,18326.0,0,True,True,3
PRP-1282,LOC-3947,condominium,2013,4271,5,1.0,,4,False,False,2
PRP-1283,LOC-1223,SFR,1943,2059,1,5.5,11662.0,1,True,True,3
PRP-1284,LOC-2624,Condominium,1988,5507,1,2.5,,1,False,True,1
PRP-1285,LOC-2195,single family,1929,2247,3,3.0,11056.0,3,True,True,3
PRP-1286,LOC-4874,Condo,1954,2483,7,5.0,,4,False,True,1
PRP-1287,LOC-3482,condo,2016,1439,2,5.0,616.0,3,True,False,1
PRP-1288,LOC-1613,sfr,1938,1168,7,5.0,28215.0,0,False,True,2
PRP-1289,LOC-2130,Multi Family,1964,6262,6,2.0,7287.0,2,True,False,2
PRP-1290,LOC-4227,Single Family Home,1998,628,6,1.0,19310.0,4,False,False,2
PRP-1291,LOC-3707,single family,1945,5787,3,5.5,46754.0,0,False,False,2
PRP-1292,LOC-3588,CONDO,1954,5706,1,5.0,,1,False,True,1
PRP-1293,LOC-0017,Single-Family,2001,7205,6,5.0,18156.0,3,False,True,2
PRP-1294,LOC-2915,TOWNHOUSE,1994,4356,7,3.5,35275.0,4,False,False,1
PRP-1295,LOC-1906,Town House,1962,4232,7,2.5,16829.0,1,False,True,2
PRP-1296,LOC-4851,TH,1957,705,2,2.5,37007.0,0,True,False,3
PRP-1297,LOC-1383,TOWNHOUSE,1979,3511,7,1.5,42102.0,4,True,True,3
PRP-1298,LOC-4432,Condo,1924,4179,5,4.0,,4,False,False,1
PRP-1299,LOC-3496,sfr,1934,1488,7,4.5,23477.0,3,False,False,1
PRP-1300,LOC-0921,Single Family Home,1977,7372,6,1.0,6170.0,2,True,False,3
PRP-1301,LOC-3018,Single Family Home,1934,7547,3,4.5,18239.0,0,False,False,3
PRP-1302,LOC-4163,SFR,1992,2533,6,5.5,41681.0,0,False,True,3
PRP-1303,LOC-1926,sfr,1922,4427,5,5.0,5428.0,1,True,True,1
PRP-1304,LOC-2480,Condo,1935,7935,1,5.0,,4,False,True,2
PRP-1305,LOC-1591,Townhouse,1927,7026,2,5.5,42985.0,1,False,True,1
PRP-1306,LOC-1803,Town House,1933,2085,1,2.5,30902.0,1,False,False,3
PRP-1307,LOC-4433,SFR,1983,4912,5,5.0,9099.0,2,False,False,1
PRP-1308,LOC-4303,single family,1924,5660,5,2.0,33521.0,4,False,True,3
PRP-1309,LOC-1726,sfr,1993,5829,5,5.0,27959.0,0,True,False,1
PRP-1310,LOC-1610,Single Family Home,1925,7203,4,5.0,29180.0,1,False,True,2
PRP-1311,LOC-0321,condominium,1979,6581,3,5.0,,3,False,False,2
PRP-1312,LOC-2876,SFR,1930,5205,1,1.5,37763.0,0,True,False,2
PRP-1313,LOC-3764,Condominium,1949,6775,2,3.5,,0,True,True,3
PRP-1314,LOC-1075,CONDO,1940,4521,3,2.0,33.0,3,False,False,3
PRP-1315,LOC-3991,Multi Family,2019,1696,1,3.5,13012.0,1,False,True,1
PRP-1316,LOC-1916,townhouse,1989,2752,1,4.0,27146.0,1,False,False,2
PRP-1317,LOC-3819,TH,1934,3997,2,4.5,30885.0,4,False,False,2
PRP-1318,LOC-2715,single family,2001,6154,3,4.0,49891.0,3,True,True,3
PRP-1319,LOC-4879,SINGLE-FAMILY,1984,2302,3,5.0,30616.0,3,True,False,3
PRP-1320,LOC-4628,Single Family Home,1931,6860,2,5.5,10246.0,3,False,True,2
PRP-1321,LOC-4455,Town House,1928,2377,7,5.5,2132.0,0,True,True,1
PRP-1322,LOC-1282,Condominium,2013,4827,2,1.5,1061.0,3,False,False,3
PRP-1323,LOC-1503,SINGLE-FAMILY,1943,4823,4,1.0,15616.0,2,True,True,3
PRP-1324,LOC-2116,SINGLE-FAMILY,2003,5921,2,2.0,33112.0,2,True,False,3
PRP-1325,LOC-4250,CONDO,1983,6697,3,4.5,908.0,4,False,False,2
PRP-1326,LOC-2555,TOWNHOUSE,1923,7954,7,1.5,31858.0,3,False,False,2
PRP-1327,LOC-3080,condominium,1935,6508,3,2.0,1394.0,1,False,False,3
PRP-1328,LOC-4595,land,1936,1965,4,4.0,49774.0,2,False,True,1
PRP-1329,LOC-4917,condominium,1928,7441,7,4.5,,1,False,True,1
PRP-1330,LOC-4550,multi family,1934,7758,4,2.5,22713.0,2,False,False,1
PRP-1331,LOC-4980,Single Family Home,1945,1803,2,3.5,8695.0,1,True,False,1
PRP-1332,LOC-3992,TH,2006,7487,3,3.0,17061.0,1,False,True,3
PRP-1333,LOC-1087,sfr,1927,7728,1,2.0,25254.0,0,True,True,1
PRP-1334,LOC-0965,Single-Family,1939,4830,2,5.0,44580.0,2,False,False,3
PRP-1335,LOC-1579,sfr,1932,4221,5,2.5,3704.0,3,False,False,1
PRP-1336,LOC-3989,condo,1973,7572,4,3.5,,4,True,True,2
PRP-1337,LOC-4616,Townhouse,1998,6240,5,4.0,34418.0,0,False,False,2
PRP-1338,LOC-3495,single family,1964,423,5,3.0,42735.0,1,False,False,1
PRP-1339,LOC-2376,Multi Family,2016,721,3,4.0,37361.0,2,False,True,3
PRP-1340,LOC-1431,Single-Family,1990,785,7,4.5,25827.0,3,False,False,1
PRP-1341,LOC-1055,SFR,1942,4271,7,3.5,5100.0,2,False,True,3
PRP-1342,LOC-1383,townhouse,1967,7659,7,2.0,33123.0,2,True,False,2
PRP-1343,LOC-4472,condo,1936,5978,1,4.5,,2,True,False,2
PRP-1344,LOC-3973,land,1986,2347,5,4.0,236594.0,1,False,True,2
PRP-1345,LOC-3283,Single-Family,1974,3735,2,5.0,2293.0,1,False,False,3
PRP-1346,LOC-3761,Multi-Family,1946,5387,6,5.5,4520.0,3,False,True,3
PRP-1347,LOC-0124,Land,1947,4492,4,3.0,284345.0,3,True,False,3
PRP-1348,LOC-1494,CONDO,1996,2887,3,1.0,,0,False,False,2
PRP-1349,LOC-4591,sfr,1958,7189,3,5.0,20400.0,0,True,True,1
PRP-1350,LOC-1105,CONDO,1995,6241,4,1.0,,1,True,True,1
PRP-1351,LOC-1988,CONDO,1989,7593,5,4.0,,0,True,False,2
PRP-1352,LOC-2764,Lot,2005,448,6,3.0,124988.0,0,False,False,3
PRP-1353,LOC-4433,Single Family Home,2006,1714,4,1.5,4186.0,2,True,False,1
PRP-1354,LOC-4847,Multi-Family,1970,6589,3,4.5,46706.0,0,False,False,2
PRP-1355,LOC-2951,SINGLE-FAMILY,1962,6228,5,5.5,33872.0,4,True,True,2
PRP-1356,LOC-3435,Condominium,1985,4814,5,1.5,,0,False,False,2
PRP-1357,LOC-3649,SINGLE-FAMILY,1956,4898,7,5.0,38286.0,2,False,True,1
PRP-1358,LOC-2606,sfr,1979,4107,5,3.5,21226.0,2,False,False,1
PRP-1359,LOC-4523,SINGLE-FAMILY,2012,6706,6,3.5,24235.0,4,False,False,3
PRP-1360,LOC-3821,TOWNHOUSE,2010,2723,7,2.5,12920.0,2,True,True,1
PRP-1361,LOC-3719,Town House,1926,3888,3,2.0,32984.0,0,True,False,1
PRP-1362,LOC-0466,SINGLE-FAMILY,1967,5024,5,1.5,37378.0,1,False,True,1
PRP-1363,LOC-3461,SFR,2012,2487,4,2.5,8680.0,2,False,True,2
PRP-1364,LOC-1647,Lot,1940,5598,3,5.5,413450.0,1,False,False,2
PRP-1365,LOC-1843,condominium,1949,2125,5,5.0,,0,True,True,3
PRP-1366,LOC-1349,SFR,1984,4587,3,5.5,46943.0,1,True,False,2
PRP-1367,LOC-0719,single family,1924,2519,4,5.5,31390.0,4,True,True,1
PRP-1368,LOC-1375,Townhouse,2015,400,1,1.0,15449.0,3,False,False,1
PRP-1369,LOC-2104,Condo,1959,4562,6,5.0,,4,False,True,2
PRP-1370,LOC-3392,land,1964,4448,6,4.5,412979.0,0,False,False,1
PRP-1371,LOC-2962,Single-Family,1945,1662,2,5.5,9630.0,2,False,False,2
PRP-1372,LOC-3237,land,2015,4341,1,5.5,248268.0,3,True,False,1
PRP-1373,LOC-4347,SINGLE-FAMILY,1923,6563,7,2.5,15933.0,0,True,False,3
PRP-1374,LOC-3247,Single Family Home,1922,4176,7,3.0,22218.0,4,False,False,3
