location_id,street_address,city,state,zip_code,county,latitude,longitude,metro_area
LOC-0952,4428 Murray Lock Apt. 259,Norfolk,VA,13453,Phillips County,34.768301,-120.917249,Washington DC Metro
LOC-0953,289 Clarke Village,Macon,GA,3073,Delacruz County,33.400617,-119.497382,Atlanta Metro
LOC-0954,915 Martin Common,Chandler,AZ,33910,Cohen County,28.222585,-93.935348,Phoenix Metro
LOC-0955,85725 Jackson Ports Apt. 693,Chesapeake,VA,94521,Oneill County,31.595689,-115.114422,Washington DC Metro
LOC-0956,8951 Michelle Parkways,Spokane,WA,11424,Rodriguez County,34.743278,-69.950208,Seattle Metro
LOC-0957,5078 Huber Vista Suite 095,Rockford,IL,39794,Avila County,28.606415,-68.532027,Chicago Metro
LOC-0958,3034 Natalie Passage Apt. 179,Naples,FL,9113,Washington County,34.022692,-77.117217,Miami Metro
LOC-0959,85934 Christopher Lakes,Arlington,TX,72575,Clark County,39.763489,-76.84654,Dallas-Fort Worth Metro
LOC-0960,54715 Harris Forge Apt. 593,Elizabeth,NJ,N/A,Roth County,33.342137,-79.608556,New York Metro
LOC-0961,813 West Island Apt. 094,Fort  Lauderdale,FL,37775,Cisneros County,42.399993,-106.380154,Miami Metro
LOC-0962,141 Kimberly Fall,San Francisco,CA,84727,Bryant County,37.966004,-78.957135,Los Angeles Metro
LOC-0963,987 Cassie Village,Chicago,IL,47015,Anderson County,36.50497,-106.075071,Chicago Metro
LOC-0964,45238 Morales Dam Suite 866,Naples,FL,53426,Brown County,42.053381,-118.242836,Miami Metro
LOC-0965,867 Ramirez Wall Apt. 275,Flint,MI,86855,Dixon County,25.860391,-114.810289,Detroit Metro
LOC-0966,596 Hogan Island Suite 282,Newark,NJ,40352,Torres County,43.571949,-86.709451,New York Metro
LOC-0967,65020 Brad Unions,Winston-Salem,NC,89788,Parker County,46.395226,-104.539329,Charlotte Metro
LOC-0968,313 Dawn Views,Reading,PA,6647,Ware County,41.393537,-85.076212,Philadelphia Metro
LOC-0969,5130 Morgan Bypass,Detroit,MI,84304,Boyd County,36.443025,-78.130593,Detroit Metro
LOC-0970,214 Mitchell Pike Suite 699,Cary,NC,21425,Carney County,35.460581,-114.326095,Charlotte Metro
LOC-0971,73677 Day Drive Apt. 258,Warren,MI,19323,Mercer County,42.754632,-109.297186,Detroit Metro
LOC-0972,4318 Linda Extensions,Fort Collins,CO,28408,Zimmerman County,47.348655,-96.169237,Denver Metro
LOC-0973,231 James Divide,Parma,OH,99205,Johns County,33.434842,-75.844368,Columbus Metro
LOC-0974,491 Nicholas Branch,Elizabeth,NJ,44449,Mcclure County,47.798707,-121.567492,New York Metro
LOC-0975,4723 Cooper Place,Spokane,WA,8350,Martin County,44.620375,-107.432346,Seattle Metro
LOC-0976,8172 Rachel Neck Suite 545,Dallas,TX,70591,Hart County,33.025573,-97.296144,Dallas-Fort Worth Metro
LOC-0977,2629 Mark River Apt. 876,Houston,TX,24201,Yoder County,46.217287,-80.211651,Dallas-Fort Worth Metro
LOC-0978,160 Jennifer Crest,Allentown,PA,73739,Brewer County,42.04955,-117.483393,Philadelphia Metro
LOC-0979,73373 Sue Burgs,Augusta,GA,51967,Nguyen County,47.719647,-79.870285,Atlanta Metro
LOC-0980,99936 Stephanie Street,Vancouver,WA,3797,Simmons County,44.964474,-69.699234,Seattle Metro
LOC-0981,914 Angela Divide Apt. 255,JERSEY CITY,NJ,19077,Park County,26.87931,-74.194774,New York Metro
LOC-0982,835 Adams Crossing,Yonkers,NY,34127,Burns County,27.126149,-72.606421,New York Metro
LOC-0983,732 Roberts Brooks Suite 449,Orlando,FL,64932,Cochran County,37.316645,-79.320129,Miami Metro
LOC-0984,127 Smith Ports Apt. 712,Thornton,CO,11301,Brown County,45.556924,-112.682081,Denver Metro
LOC-0985,978 Higgins Forest,Tampa,FL,5148,Henry County,45.619526,-70.772294,Miami Metro
LOC-0986,98832 Anthony Spring Apt. 256,Kirkland,WA,78248,Daniel County,47.729488,-70.230547,Seattle Metro
LOC-0987,320 Joseph Plaza,EDISON,NJ,38655,Burns County,29.31611,-84.302573,New York Metro
LOC-0988,889 Bailey Fords Suite 852,Rochester,NY,35055,Young County,38.267238,,New York Metro
LOC-0989,03044 Sandra Rue Apt. 995,Aurora,CO,26350,Rodriguez County,39.924969,-98.008143,Denver Metro
LOC-0990,2391 Kimberly Row,Durham,NC,N/A,Ray County,29.043718,-99.582134,Charlotte Metro
LOC-0991,014 Timothy Shoal Apt. 093,Durham,NC,96455,Buck County,35.062354,-107.854843,Charlotte Metro
LOC-0992,1397 Charlotte Crescent Apt. 602,Phoenix,AZ,23606-1269,Dennis County,39.173989,-100.557059,Phoenix Metro
LOC-0993,21767 Brian Rest,LAKEWOOD,CO,68209,Wise County,43.535025,-85.940522,Denver Metro
LOC-0994,16612 Bobby River,Vancouver,WA,25007,Griffith County,35.800208,-116.906888,Seattle Metro
LOC-0995,58733 Benjamin Ports Apt. 665,Parma,OH,6187,Clark County,33.616807,-111.235614,Columbus Metro
LOC-0996,274 Edward Tunnel,Naperville,IL,64357,Campbell County,25.095624,-72.183634,Chicago Metro
LOC-0997,40868 Sandra Wall,Tacoma,WA,78021,Smith County,38.798751,-104.899874,Seattle Metro
LOC-0998,29462 Mary Ramp Apt. 556,Syracuse,NY,35252,Franco County,34.046308,-121.059883,New York Metro
LOC-0999,039 Anderson Square,Elizabeth,NJ,32769,Silva County,32.316874,-114.968712,New York Metro
LOC-1000,37124 Rodney Knolls,Fort  Lauderdale,FL,85619,Dunn County,44.389707,-88.242852,Miami Metro
LOC-1001,4230 David Summit Apt. 027,PITTSBURGH,PA,13360,Conrad County,39.464565,-90.182573,Philadelphia Metro
LOC-1002,59273 Ramirez Expressway Apt. 716,Denver,CO,13314,Simmons County,28.002604,-98.138743,Denver Metro
LOC-1003,3224 Matthew Green,Yonkers,NY,48918,Benton County,44.330506,-82.600181,New York Metro
LOC-1004,034 John Crossing,SPRINGFIELD,IL,20874,Smith County,39.431074,-87.611966,Chicago Metro
LOC-1005,7975 Orozco Inlet Apt. 579,Athens,GA,28590,Rhodes County,45.57591,-118.711703,Atlanta Metro
LOC-1006,4623 Mendoza Coves Apt. 476,Tucson,AZ,74361,Smith County,34.516138,-96.268514,Phoenix Metro
LOC-1007,018 Benjamin Burg,Toledo,OH,93040,Shaffer County,,-113.751033,Columbus Metro
LOC-1008,317 Hill Course Suite 268,Lansing,MI,N/A,Williams County,32.88464,-104.233328,Detroit Metro
LOC-1009,157 Eddie Burgs,San Francisco,CA,43357,Oneill County,29.435441,-122.315351,Los Angeles Metro
LOC-1010,0713 Ricky Cove,Orlando,FL,25045,Wright County,25.678445,-116.101794,Miami Metro
LOC-1011,351 Lisa Heights Suite 847,Tampa,FL,36114,Evans County,33.016728,-92.564664,Miami Metro
LOC-1012,13009 White Place Suite 766,Savannah,GA,62421,Carlson County,30.752142,-112.721043,Atlanta Metro
LOC-1013,31805 Yvonne Unions Apt. 962,Columbus,OH,87015,Carson County,43.264289,-69.635562,Columbus Metro
LOC-1014,6662 Michael Circles Apt. 270,Akron,OH,51779,Johnson County,38.9678,-99.52916,Columbus Metro
LOC-1015,6614 Sims Burg Apt. 107,LAKEWOOD,NJ,31921,Chapman County,47.036241,-109.575371,New York Metro
LOC-1016,40049 Amy Plaza Apt. 949,Thornton,CO,79533,Smith County,25.688619,-113.745459,Denver Metro
LOC-1017,152 Jonathan Rest,PITTSBURGH,PA,96108,Shaw County,,-106.076185,Philadelphia Metro
LOC-1018,976 Fowler Rue Apt. 379,Chesapeake,VA,84379,Gonzales County,45.671111,-91.986487,Washington DC Metro
LOC-1019,6984 Robert Light,Raleigh,NC,46444,Moses County,46.764234,-77.97669,Charlotte Metro
LOC-1020,74077 Wright Village,Elizabeth,NJ,67043,Thompson County,32.362792,-112.763975,New York Metro
LOC-1021,2389 Aguilar Crescent Suite 014,Joliet,IL,69347,Martin County,32.518119,-102.177121,Chicago Metro
LOC-1022,203 Williams Mount Apt. 116,Lakewood,NJ,10609,Brown County,31.540414,-76.026357,New York Metro
LOC-1023,041 Joe Spur,lakewood,CO,9451,Miles County,35.807547,-76.698538,Denver Metro
LOC-1024,11708 Reilly Pass Apt. 186,Bethlehem,PA,20455,Shannon County,32.203017,-89.097723,Philadelphia Metro
LOC-1025,221 Arroyo Knolls Apt. 978,Savannah,GA,25913,Brooks County,46.567186,-118.143614,Atlanta Metro
LOC-1026,200 Fernandez Manor,Miami,FL,67105,Wells County,27.024385,-82.725849,Miami Metro
LOC-1027,123 Elliott Hills Suite 112,Charlotte,NC,16880,Dixon County,43.053713,-117.684195,Charlotte Metro
LOC-1028,942 Castro Parkways Apt. 769,Scranton,PA,59749,Harding County,28.917788,-116.14749,Philadelphia Metro
LOC-1029,040 Perez Crest Suite 196,Tucson,AZ,64171,Rodriguez County,40.369411,-94.259469,Phoenix Metro
LOC-1030,78327 Craig Valley Apt. 565,Columbus,GA,73269,Rodriguez County,31.067677,-107.114651,Atlanta Metro
LOC-1031,624 Nicole Manor Suite 966,Tucson,AZ,36986,Payne County,26.728321,-95.807472,Phoenix Metro
LOC-1032,604 Hunt Drive Apt. 702,Macon,GA,N/A,Hoffman County,29.799214,-90.340183,Atlanta Metro
LOC-1033,2259 Margaret Lodge,Tacoma,WA,95890,Hill County,36.603762,-71.89486,Seattle Metro
LOC-1034,89348 Patel Parkway,Macon,GA,36610,Perez County,29.32293,-108.163209,Atlanta Metro
LOC-1035,2467 Vicki Terrace,Scottsdale,AZ,29305,Rose County,,-117.718647,Phoenix Metro
LOC-1036,0911 Jones Village,Chicago,IL,79584,Rodriguez County,31.108311,-71.16512,Chicago Metro
LOC-1037,9236 Jesse Mountains,Jacksonville,FL,76574,Cortez County,35.150834,-102.922502,Miami Metro
LOC-1038,2304 Hawkins Court,Fort Collins,CO,34831,Morales County,38.663131,-93.814923,Denver Metro
LOC-1039,54472 Martinez Court,Newark,NJ,24559,Patterson County,26.222169,-121.965786,New York Metro
LOC-1040,44096 Bruce Mountains,Austin,TX,91293,Campos County,34.304866,-101.605531,Dallas-Fort Worth Metro
LOC-1041,182 Wheeler Ports Apt. 880,Chesapeake,VA,32417,Cline County,32.995562,-107.584425,Washington DC Metro
LOC-1042,214 Scott Loop Apt. 359,Dallas,TX,91542,Lopez County,32.022456,-72.319937,Dallas-Fort Worth Metro
LOC-1043,648 Jensen Plain Apt. 969,Dallas,TX,69666,Dunn County,25.292901,-96.947761,Dallas-Fort Worth Metro
LOC-1044,694 Mark Radial Suite 501,Chicago,IL,11275,Martinez County,47.299455,-90.759945,Chicago Metro
LOC-1045,920 Vang Gateway,Houston,TX,84352,Terry County,31.685147,-110.987603,Dallas-Fort Worth Metro
LOC-1046,051 Thomas Manors Apt. 398,SEATTLE,WA,53997,Mullins County,41.900745,-67.581792,Seattle Metro
LOC-1047,65362 Xavier Green Suite 590,erie,PA,56219,Gray County,32.675994,-94.48363,Philadelphia Metro
LOC-1048,09942 Moreno Prairie,Scottsdale,AZ,45381,Wright County,41.748957,-122.818545,Phoenix Metro
LOC-1049,6648 Reynolds Loop,Jersey City,NJ,14050,Williams County,42.043286,-68.522436,New York Metro
LOC-1050,2045 Grimes Overpass Suite 580,Albany,NY,45903,Duncan County,40.612435,-72.744381,New York Metro
LOC-1051,3389 Ronald Gardens Suite 466,Raleigh,NC,99006,Logan County,32.6175,-90.418573,Charlotte Metro
LOC-1052,5401 Chen Rapids,New York,NY,54993,Franklin County,27.828109,-78.666024,New York Metro
LOC-1053,06221 Edwin Falls,Allentown,PA,11092,Richmond County,40.767114,-97.419904,Philadelphia Metro
LOC-1054,7746 Kathryn Ridge Apt. 601,Ann Arbor,MI,49799,Miller County,26.486179,-107.200576,Detroit Metro
LOC-1055,115 Ferguson Path Suite 008,Scottsdale,AZ,74011,Smith County,,-86.365561,Phoenix Metro
LOC-1056,867 Frey Crossroad Apt. 129,Allentown,PA,75797,Larson County,42.684364,-115.16289,Philadelphia Metro
LOC-1057,0472 Sparks Walk Apt. 612,Norfolk,VA,20579,Cross County,25.739144,-70.822718,Washington DC Metro
LOC-1058,38437 Perez Key,Toledo,OH,22863,Horton County,46.164465,-89.968789,Columbus Metro
LOC-1059,078 Beltran Roads Apt. 548,Aurora,CO,28242,Thompson County,29.588653,-116.265627,Denver Metro
LOC-1060,83854 Robles Grove,Austin,TX,92355,Williams County,29.21756,-79.402873,Dallas-Fort Worth Metro
LOC-1061,4547 Singh Ways Apt. 112,Durham,NC,76036,Blackburn County,41.389766,-97.302404,Charlotte Metro
LOC-1062,748 Fleming River,toledo,OH,8325,Quinn County,42.635703,-118.959548,Columbus Metro
LOC-1063,7633 Newman Springs,Spokane,WA,58904,Newton County,37.4952,-91.762248,Seattle Metro
LOC-1064,03886 Lori Mountains Suite 080,Cleveland,OH,10780,Solis County,42.548897,-94.473528,Columbus Metro
LOC-1065,630 Murphy Roads,Peoria,IL,24031,Lee County,27.240178,-107.437115,Chicago Metro
LOC-1066,358 Joseph Forks Suite 340,Los Angeles,CA,98396,Johnson County,41.489882,-84.010358,Los Angeles Metro
LOC-1067,167 Wagner Passage,Augusta,GA,98562,Stein County,28.559836,-88.190351,Atlanta Metro
LOC-1068,2444 Green Meadow Apt. 838,Vancouver,WA,N/A,Koch County,25.000821,-89.583932,Seattle Metro
LOC-1069,9937 Alexis Spur,New York,NY,76296,Curtis County,26.280023,-117.056749,New York Metro
LOC-1070,91287 Sawyer Street Suite 999,Tucson,AZ,81659,Coleman County,39.093481,-98.969599,Phoenix Metro
LOC-1071,904 Olson Squares,naples,FL,28571,Anderson County,40.121703,-114.265797,Miami Metro
LOC-1072,47246 Benjamin Corners Suite 424,Savannah,GA,N/A,Anderson County,38.541567,-103.061654,Atlanta Metro
LOC-1073,397 Adrienne Freeway,Seattle,WA,65683,Bradley County,31.518711,-117.15279,Seattle Metro
LOC-1074,18706 Sherry Port,Fresno,CA,96139,Clark County,25.980531,-72.297669,Los Angeles Metro
LOC-1075,809 Gary Crossing,Richmond,VA,30750,Williams County,44.68431,-95.31728,Washington DC Metro
LOC-1076,23200 Heather Lights,AKRON,OH,95972,Murray County,40.086468,-91.900577,Columbus Metro
LOC-1077,00898 Espinoza Crossing Apt. 814,Tampa,FL,96303,Lopez County,34.060361,-71.778879,Miami Metro
LOC-1078,40384 Santos Row Apt. 980,Athens,GA,85502,Hartman County,36.660545,-86.442409,Atlanta Metro
LOC-1079,8235 Ortiz Radial Suite 100,Ann Arbor,MI,90933,Gonzalez County,26.554109,-122.317255,Detroit Metro
LOC-1080,6205 Harding Summit,Newark,NJ,99040,Chapman County,42.477913,-68.064281,New York Metro
LOC-1081,50066 Henderson Course Apt. 065,New York,NY,32806,Evans County,33.83392,-68.520776,New York Metro
LOC-1082,134 Lindsey Plains,chicago,IL,19552,Nguyen County,33.609409,-88.016239,Chicago Metro
LOC-1083,949 Williams Ridges Apt. 583,El Paso,TX,27460,Jordan County,38.196932,-112.615138,Dallas-Fort Worth Metro
LOC-1084,8268 Moore Rest,Aurora,IL,31245,Stevens County,37.156177,-78.96976,Chicago Metro
LOC-1085,386 Thomas Springs,Newark,NJ,28423,Guerrero County,33.269903,-100.74244,New York Metro
LOC-1086,150 Pratt Meadow Apt. 571,Naples,FL,94178,Hudson County,29.373149,-112.173938,Miami Metro
LOC-1087,93201 Ryan Squares Suite 789,Reading,PA,28071,Hansen County,35.094195,-88.34817,Philadelphia Metro
LOC-1088,0418 Kathleen Ports,Sarasota,FL,N/A,Richardson County,30.303191,-89.715094,Miami Metro
LOC-1089,75585 Steven Motorway,Peoria,IL,56911-3586,Carter County,47.266641,-119.737704,Chicago Metro
LOC-1090,274 Guzman Tunnel,Lakewood,CO,62326,Jones County,37.556657,-73.166923,Denver Metro
LOC-1091,1996 Ryan Fall,springfield,IL,54308,Martin County,29.611759,-73.382402,Chicago Metro
LOC-1092,8917 Lisa Greens Suite 421,Glendale,AZ,96944,Morrow County,26.433556,-95.867358,Phoenix Metro
LOC-1093,457 Luis Tunnel Apt. 092,Lansing,MI,14634,Martinez County,26.627551,-100.27431,Detroit Metro
LOC-1094,0900 Crystal Forges Suite 640,Lakewood,CO,26969,Stevens County,25.960042,-121.970795,Denver Metro
LOC-1095,47282 Clay Turnpike,Toledo,OH,3985,Ramirez County,26.273201,-79.904045,Columbus Metro
LOC-1096,78822 Love Garden,Chandler,AZ,12371,Davis County,26.19923,-80.356154,Phoenix Metro
LOC-1097,68507 Brian Keys Apt. 119,Akron,OH,N/A,Watson County,39.160024,-72.497576,Columbus Metro
LOC-1098,271 Leslie Meadow,Denver,CO,22057,Miller County,30.223895,-81.393886,Denver Metro
LOC-1099,537 Lori Dale,Detroit,MI,11952,Gonzalez County,30.748215,-120.757632,Detroit Metro
LOC-1100,1695 Adam Orchard,Chicago,IL,88959,Scott County,30.61762,-107.332475,Chicago Metro
LOC-1101,948 Lyons Forks,EL PASO,TX,42794,Cochran County,29.734802,-83.800454,Dallas-Fort Worth Metro
LOC-1102,876 Michelle Loop,Tucson,AZ,49677,Cooper County,42.944793,-107.317045,Phoenix Metro
LOC-1103,7161 Tiffany Flats Suite 813,Naperville,IL,N/A,Winters County,32.972615,-100.58247,Chicago Metro
LOC-1104,45025 Walker Falls,Dallas,TX,78287,Jones County,42.063899,-111.986131,Dallas-Fort Worth Metro
LOC-1105,57483 Savage Drive Suite 806,Miami,FL,67708,Atkins County,35.436549,-117.488398,Miami Metro
LOC-1106,67398 Veronica Glen Suite 883,Rockford,IL,2107,Payne County,,-102.115633,Chicago Metro
LOC-1107,3646 Amber Isle,Atlanta,GA,59719,Cook County,34.914954,-121.0212,Atlanta Metro
LOC-1108,4065 Harvey Knoll Apt. 562,Philadelphia,PA,54068,Harris County,45.87134,-77.81611,Philadelphia Metro
LOC-1109,090 Barrera Islands,Scranton,PA,66895,Rodriguez County,43.000092,-71.071711,Philadelphia Metro
LOC-1110,409 Pamela Courts Apt. 178,Durham,NC,98862,Pugh County,47.790497,-93.518601,Charlotte Metro
LOC-1111,025 Padilla Mills,Bellevue,WA,59976,Fleming County,47.830101,-110.421066,Seattle Metro
LOC-1112,220 Love Land,PATERSON,NJ,42759,Calhoun County,31.803973,-91.44829,New York Metro
LOC-1113,1201 Ian Island Suite 002,Springfield,IL,95594,Heath County,38.983981,-116.914534,Chicago Metro
LOC-1114,51532 Levy Shoal,Peoria,IL,7065,Parks County,25.204026,-121.890786,Chicago Metro
LOC-1115,9507 Williams Village Suite 173,Raleigh,NC,85965,Richard County,31.35825,-89.211274,Charlotte Metro
LOC-1116,805 Schneider Fort Apt. 006,Tampa,FL,46194,Roberts County,36.383365,-111.037122,Miami Metro
LOC-1117,0391 Joshua Crossroad,Newark,NJ,9579,Pace County,40.742152,-74.947494,New York Metro
LOC-1118,0894 Charles Hills,NORFOLK,VA,43954,Sims County,25.370718,-75.838939,Washington DC Metro
LOC-1119,59928 Reed Terrace,San Jose,CA,24308-8271,Sanchez County,27.603199,-119.585337,Los Angeles Metro
LOC-1120,952 Michael Cliffs Apt. 067,Tempe,AZ,19357,Hudson County,45.144622,-115.84447,Phoenix Metro
LOC-1121,069 Hahn Views,Erie,PA,59114,Kelley County,47.390528,-88.550767,Philadelphia Metro
LOC-1122,677 Williams Square,Colorado Springs,CO,N/A,Woodard County,29.864032,-106.152971,Denver Metro
LOC-1123,423 Ashley Heights Suite 953,Bellevue,WA,38163,Smith County,38.401784,-86.547618,Seattle Metro
LOC-1124,7625 Smith Estates Suite 017,Newark,NJ,39436,Lewis County,47.949698,-88.071511,New York Metro
LOC-1125,4262 Rodriguez Plain Suite 290,Arlington,TX,16741,Burton County,40.161548,-94.340848,Dallas-Fort Worth Metro
LOC-1126,34511 Jo Bypass,Warren,MI,53081,Duncan County,42.655799,-103.367997,Detroit Metro
LOC-1127,053 Dana Plains Suite 843,El Paso,TX,63729,Smith County,33.095646,-95.178324,Dallas-Fort Worth Metro
LOC-1128,66732 Juan Springs,Grand Rapids,MI,64899,Cook County,44.039885,-67.755537,Detroit Metro
LOC-1129,9887 Vincent Wall Apt. 129,Fort Collins,CO,97281,Mclaughlin County,30.986416,-107.647544,Denver Metro
LOC-1130,2603 Robert Unions Apt. 027,Akron,OH,85499,Wood County,45.273149,-112.70806,Columbus Metro
LOC-1131,47709 Aaron Mills,Miami,FL,82689,Wilson County,35.806786,-118.243264,Miami Metro
LOC-1132,38023 Graves Extension Apt. 921,Fresno,CA,19570,Gomez County,44.93824,-71.638489,Los Angeles Metro
LOC-1133,970 Cunningham Mews,Dayton,OH,N/A,Rodriguez County,45.640805,-72.793828,Columbus Metro
LOC-1134,638 Cook Plaza,VIRGINIA BEACH,VA,56525,Miller County,45.945507,-88.042576,Washington DC Metro
LOC-1135,772 Patrick Path Apt. 053,Vancouver,WA,34045,Mendoza County,38.559837,-77.253954,Seattle Metro
LOC-1136,86928 Nolan Unions,San Jose,CA,98330,Hicks County,33.725615,-99.000539,Los Angeles Metro
LOC-1137,0182 Jennifer Neck Apt. 002,Seattle,WA,74656,Arnold County,37.975021,-72.853807,Seattle Metro
LOC-1138,232 Brian Corners Suite 474,Cincinnati,OH,51756,Pena County,46.930814,-121.609738,Columbus Metro
LOC-1139,811 Dickson Lake,Norfolk,VA,46471,Ray County,39.155982,-118.330408,Washington DC Metro
LOC-1140,020 Barry Fords,Joliet,IL,32193,Irwin County,46.106941,-67.638082,Chicago Metro
LOC-1141,232 Jennifer Parks Suite 213,Paterson,NJ,37111,Watson County,36.700058,-114.375412,New York Metro
LOC-1142,28165 Richard Locks,Lakewood,CO,3557,Gonzalez County,44.147603,-122.530694,Denver Metro
LOC-1143,9377 Kelly Prairie,Sterling Heights,MI,78274,Davis County,35.438536,-71.674274,Detroit Metro
LOC-1144,10291 Fleming Via,San Antonio,TX,74651,Jennings County,44.883563,-67.394597,Dallas-Fort Worth Metro
LOC-1145,4690 Brandi Pines,BETHLEHEM,PA,39155,Robinson County,32.523661,-95.09757,Philadelphia Metro
LOC-1146,3841 Myers Drive,Fayetteville,NC,51262,Bradley County,25.882207,-118.274988,Charlotte Metro
LOC-1147,67080 Sullivan Land,New Rochelle,NY,9206,Novak County,39.593435,-123.545676,New York Metro
LOC-1148,7063 Spears Corner Suite 550,Yonkers,NY,71618,Turner County,43.718984,-82.187041,New York Metro
LOC-1149,4076 Petty Spur Suite 933,Denver,CO,3807,Bradley County,26.547009,-92.208982,Denver Metro
LOC-1150,49627 David Extension Suite 261,Dayton,OH,59845,Davis County,30.398463,-104.123885,Columbus Metro
LOC-1151,3625 Adams Drive,Aurora,CO,48288,Garcia County,36.275105,-88.088433,Denver Metro
LOC-1152,799 Jodi Lodge,Chicago,IL,47653,Hernandez County,35.284977,-109.898413,Chicago Metro
LOC-1153,419 Baker Flats,Scranton,PA,62178,Castro County,42.794681,-96.426892,Philadelphia Metro
LOC-1154,47250 Schmidt Fork,Dayton,OH,48132,Sanchez County,29.947442,-75.493664,Columbus Metro
LOC-1155,31158 Sullivan Landing,Allentown,PA,63900,Baird County,35.164886,-101.275268,Philadelphia Metro
LOC-1156,7694 Rivera Motorway Suite 945,Norfolk,VA,15980,Arroyo County,34.425665,-91.367175,Washington DC Metro
LOC-1157,65974 Hughes Stream Suite 163,Newark,NJ,90386,Bullock County,27.971953,-93.233263,New York Metro
LOC-1158,25450 Ashley Villages,Columbus,OH,53684,Giles County,42.637367,-92.485031,Columbus Metro
LOC-1159,152 Carlson Islands Suite 966,Reading,PA,30577,Turner County,34.097105,-83.084231,Philadelphia Metro
LOC-1160,13074 John Trail Apt. 426,Allentown,PA,82476,Martinez County,46.620317,-121.943727,Philadelphia Metro
LOC-1161,48933 Shelley Viaduct Apt. 454,Fort Worth,TX,7355,Lewis County,31.511064,-122.618071,Dallas-Fort Worth Metro
LOC-1162,9637 Damon Springs,San Diego,CA,59526,Mckee County,28.017443,-81.790033,Los Angeles Metro
LOC-1163,178 Gillespie Divide,Fort Worth,TX,6444,Frederick County,42.080996,-93.123217,Dallas-Fort Worth Metro
LOC-1164,8718 Flores Fords,Flint,MI,89389,Cox County,43.04975,-99.766296,Detroit Metro
LOC-1165,268 Green Vista Suite 017,AUGUSTA,GA,95989,Lee County,33.661357,-99.51653,Atlanta Metro
LOC-1166,086 Hutchinson View,Joliet,IL,79888,Hernandez County,33.795392,-67.390225,Chicago Metro
LOC-1167,7296 Fleming Lodge Apt. 370,Bellevue,WA,69279,Rodriguez County,47.429384,-101.351129,Seattle Metro
LOC-1168,052 Randolph Circles,Detroit,MI,53572,Johnson County,39.488018,-119.232831,Detroit Metro
LOC-1169,8000 Timothy Springs Apt. 214,Athens,GA,28524,Lopez County,44.275619,-94.165877,Atlanta Metro
LOC-1170,316 Cassandra Forks Apt. 368,Oakland,CA,63983,Drake County,32.770975,-115.415117,Los Angeles Metro
LOC-1171,2031 Nicholas Key,parma,OH,37423,Bell County,43.278003,-92.901442,Columbus Metro
LOC-1172,620 Barbara Roads,Erie,PA,77427,Chase County,42.012755,-82.215049,Philadelphia Metro
LOC-1173,2595 Renee Drive,San  Antonio,TX,11785,Jackson County,42.207422,-114.526773,Dallas-Fort Worth Metro
LOC-1174,93899 Aaron Lakes Suite 353,Sacramento,CA,92072,Anderson County,36.205448,-81.307374,Los Angeles Metro
LOC-1175,1850 Sanders Causeway Suite 082,Chicago,IL,48564,Price County,45.245202,-108.546865,Chicago Metro
LOC-1176,82360 Alexis Crossing Apt. 615,Lansing,MI,48036,Newman County,29.702622,-89.00201,Detroit Metro
LOC-1177,821 Wade Ville,Joliet,IL,53276,Mccoy County,41.562996,-75.413418,Chicago Metro
LOC-1178,467 Mark Terrace Suite 223,chandler,AZ,64565,Petty County,,-67.381312,Phoenix Metro
LOC-1179,222 Cynthia Throughway,YONKERS,NY,70108,Lawson County,26.405479,-97.284436,New York Metro
LOC-1180,58922 Jessica Knoll Suite 062,Raleigh,NC,11851,Nicholson County,31.315354,-77.216997,Charlotte Metro
LOC-1181,50637 Carl Rue Apt. 804,Naperville,IL,62857,Sanders County,37.905583,-87.428837,Chicago Metro
LOC-1182,1307 Perez Points Suite 185,El Paso,TX,33373,Hernandez County,27.353409,-78.577585,Dallas-Fort Worth Metro
LOC-1183,62608 Beck Forks,Reading,PA,87616,Duncan County,47.233154,-81.975865,Philadelphia Metro
LOC-1184,561 Cross Turnpike Suite 055,buffalo,NY,40386,King County,27.10078,-78.208832,New York Metro
LOC-1185,15164 Chris Trafficway,Phoenix,AZ,16840,Hull County,43.566391,-99.751873,Phoenix Metro
LOC-1186,6409 Barbara Lane Apt. 957,Seattle,WA,61543,Payne County,33.867187,-96.954754,Seattle Metro
LOC-1187,07020 Jackson Estate Apt. 197,Charlotte,NC,38036,Davis County,46.746268,-76.484519,Charlotte Metro
LOC-1188,41393 Bullock River,Durham,NC,42838,Powell County,37.831817,-99.181438,Charlotte Metro
LOC-1189,0987 Charles Meadow Suite 731,Bethlehem,PA,97823,Yates County,34.753792,-88.832471,Philadelphia Metro
LOC-1190,76075 Wong Manor,Albany,NY,11398,Gomez County,33.302802,-112.891349,New York Metro
LOC-1191,943 Carrie Roads,Aurora,CO,75902,Carrillo County,38.955812,-122.088893,Denver Metro
LOC-1192,3089 White Crossing Apt. 021,Fresno,CA,45936,Willis County,47.336236,-77.070435,Los Angeles Metro
LOC-1193,57644 Marsh Haven Suite 000,Lansing,MI,32776,Taylor County,45.123547,-81.216578,Detroit Metro
LOC-1194,4486 Morales Ports Suite 974,San Jose,CA,30079,Dyer County,29.068876,-75.496243,Los Angeles Metro
LOC-1195,3656 Jonathan Isle,Houston,TX,18169,Johnson County,44.731477,-108.183745,Dallas-Fort Worth Metro
